month,usd_mn,yoy_pct,basis,source,published,note
2026-08,1310,52.1,MTI 화장품(잠정),https://www.motir.go.kr/kor/article/ATCL3f49a5a8c/172145/view,2026-09-01,산업부 8월 수출입동향 — 역대 8월 최대. HS 확정통계 공표 시 자동 대체
