year,region,country_en,country_kr,hs,usd_k
2016,Africa,Nigeria,나이지리아,3304 Skincare/Makeup,9.0
2016,Africa,Nigeria,나이지리아,3306 Oral care,40.0
2016,Africa,Nigeria,나이지리아,3307 Shaving/Deo·Other,37.0
2016,Africa,South Africa,남아프리카공화국,3303 Perfume,0.0
2016,Africa,South Africa,남아프리카공화국,3304 Skincare/Makeup,424.0
2016,Africa,South Africa,남아프리카공화국,3305 Haircare,12.0
2016,Africa,South Africa,남아프리카공화국,3306 Oral care,0.0
2016,Africa,South Africa,남아프리카공화국,3307 Shaving/Deo·Other,358.0
2016,Asia,Bangladesh,방글라데시,3304 Skincare/Makeup,316.0
2016,Asia,Bangladesh,방글라데시,3305 Haircare,1740.0
2016,Asia,Bangladesh,방글라데시,3306 Oral care,15.0
2016,Asia,Bangladesh,방글라데시,3307 Shaving/Deo·Other,108.0
2016,Asia,Cambodia,캄보디아,3303 Perfume,1.0
2016,Asia,Cambodia,캄보디아,3304 Skincare/Makeup,7505.0
2016,Asia,Cambodia,캄보디아,3305 Haircare,1133.0
2016,Asia,Cambodia,캄보디아,3306 Oral care,132.0
2016,Asia,Cambodia,캄보디아,3307 Shaving/Deo·Other,331.0
2016,Asia,China,중국,3303 Perfume,1883.0
2016,Asia,China,중국,3304 Skincare/Makeup,1242590.0
2016,Asia,China,중국,3305 Haircare,120515.0
2016,Asia,China,중국,3306 Oral care,44699.0
2016,Asia,China,중국,3307 Shaving/Deo·Other,177778.0
2016,Asia,Hong Kong,홍콩,3303 Perfume,504.0
2016,Asia,Hong Kong,홍콩,3304 Skincare/Makeup,1078278.0
2016,Asia,Hong Kong,홍콩,3305 Haircare,21853.0
2016,Asia,Hong Kong,홍콩,3306 Oral care,2668.0
2016,Asia,Hong Kong,홍콩,3307 Shaving/Deo·Other,131147.0
2016,Asia,India,인도,3303 Perfume,0.0
2016,Asia,India,인도,3304 Skincare/Makeup,3441.0
2016,Asia,India,인도,3305 Haircare,1042.0
2016,Asia,India,인도,3306 Oral care,70.0
2016,Asia,India,인도,3307 Shaving/Deo·Other,153.0
2016,Asia,Indonesia,인도네시아,3303 Perfume,21.0
2016,Asia,Indonesia,인도네시아,3304 Skincare/Makeup,12415.0
2016,Asia,Indonesia,인도네시아,3305 Haircare,1090.0
2016,Asia,Indonesia,인도네시아,3306 Oral care,105.0
2016,Asia,Indonesia,인도네시아,3307 Shaving/Deo·Other,1152.0
2016,Asia,Japan,일본,3303 Perfume,609.0
2016,Asia,Japan,일본,3304 Skincare/Makeup,154299.0
2016,Asia,Japan,일본,3305 Haircare,9846.0
2016,Asia,Japan,일본,3306 Oral care,13617.0
2016,Asia,Japan,일본,3307 Shaving/Deo·Other,21907.0
2016,Asia,Laos,라오스,3304 Skincare/Makeup,162.0
2016,Asia,Laos,라오스,3306 Oral care,36.0
2016,Asia,Laos,라오스,3307 Shaving/Deo·Other,102.0
2016,Asia,Macau,마카오,3303 Perfume,5.0
2016,Asia,Macau,마카오,3304 Skincare/Makeup,6605.0
2016,Asia,Macau,마카오,3305 Haircare,73.0
2016,Asia,Macau,마카오,3306 Oral care,12.0
2016,Asia,Macau,마카오,3307 Shaving/Deo·Other,1197.0
2016,Asia,Malaysia,말레이시아,3303 Perfume,108.0
2016,Asia,Malaysia,말레이시아,3304 Skincare/Makeup,45900.0
2016,Asia,Malaysia,말레이시아,3305 Haircare,3701.0
2016,Asia,Malaysia,말레이시아,3306 Oral care,756.0
2016,Asia,Malaysia,말레이시아,3307 Shaving/Deo·Other,4433.0
2016,Asia,Mongolia,몽골,3303 Perfume,12.0
2016,Asia,Mongolia,몽골,3304 Skincare/Makeup,7348.0
2016,Asia,Mongolia,몽골,3305 Haircare,1699.0
2016,Asia,Mongolia,몽골,3306 Oral care,327.0
2016,Asia,Mongolia,몽골,3307 Shaving/Deo·Other,784.0
2016,Asia,Myanmar,미얀마,3303 Perfume,28.0
2016,Asia,Myanmar,미얀마,3304 Skincare/Makeup,11920.0
2016,Asia,Myanmar,미얀마,3305 Haircare,378.0
2016,Asia,Myanmar,미얀마,3306 Oral care,72.0
2016,Asia,Myanmar,미얀마,3307 Shaving/Deo·Other,319.0
2016,Asia,Pakistan,파키스탄,3304 Skincare/Makeup,2238.0
2016,Asia,Pakistan,파키스탄,3305 Haircare,61.0
2016,Asia,Pakistan,파키스탄,3306 Oral care,64.0
2016,Asia,Pakistan,파키스탄,3307 Shaving/Deo·Other,33.0
2016,Asia,Philippines,필리핀,3303 Perfume,34.0
2016,Asia,Philippines,필리핀,3304 Skincare/Makeup,19350.0
2016,Asia,Philippines,필리핀,3305 Haircare,1035.0
2016,Asia,Philippines,필리핀,3306 Oral care,167.0
2016,Asia,Philippines,필리핀,3307 Shaving/Deo·Other,1713.0
2016,Asia,Singapore,싱가포르,3303 Perfume,2698.0
2016,Asia,Singapore,싱가포르,3304 Skincare/Makeup,80045.0
2016,Asia,Singapore,싱가포르,3305 Haircare,3289.0
2016,Asia,Singapore,싱가포르,3306 Oral care,309.0
2016,Asia,Singapore,싱가포르,3307 Shaving/Deo·Other,3610.0
2016,Asia,Taiwan,대만,3303 Perfume,488.0
2016,Asia,Taiwan,대만,3304 Skincare/Makeup,100334.0
2016,Asia,Taiwan,대만,3305 Haircare,11362.0
2016,Asia,Taiwan,대만,3306 Oral care,3869.0
2016,Asia,Taiwan,대만,3307 Shaving/Deo·Other,7745.0
2016,Asia,Thailand,태국,3303 Perfume,525.0
2016,Asia,Thailand,태국,3304 Skincare/Makeup,96384.0
2016,Asia,Thailand,태국,3305 Haircare,4837.0
2016,Asia,Thailand,태국,3306 Oral care,308.0
2016,Asia,Thailand,태국,3307 Shaving/Deo·Other,7813.0
2016,Asia,Vietnam,베트남,3303 Perfume,43.0
2016,Asia,Vietnam,베트남,3304 Skincare/Makeup,58858.0
2016,Asia,Vietnam,베트남,3305 Haircare,7164.0
2016,Asia,Vietnam,베트남,3306 Oral care,1933.0
2016,Asia,Vietnam,베트남,3307 Shaving/Deo·Other,4157.0
2016,CIS,Azerbaijan,아제르바이잔,3304 Skincare/Makeup,553.0
2016,CIS,Azerbaijan,아제르바이잔,3305 Haircare,4.0
2016,CIS,Azerbaijan,아제르바이잔,3306 Oral care,7.0
2016,CIS,Azerbaijan,아제르바이잔,3307 Shaving/Deo·Other,0.0
2016,CIS,Belarus,벨라루스,3303 Perfume,0.0
2016,CIS,Belarus,벨라루스,3304 Skincare/Makeup,114.0
2016,CIS,Belarus,벨라루스,3305 Haircare,6.0
2016,CIS,Belarus,벨라루스,3306 Oral care,28.0
2016,CIS,Belarus,벨라루스,3307 Shaving/Deo·Other,1.0
2016,CIS,Georgia,조지아,3304 Skincare/Makeup,135.0
2016,CIS,Georgia,조지아,3305 Haircare,7.0
2016,CIS,Georgia,조지아,3306 Oral care,1.0
2016,CIS,Georgia,조지아,3307 Shaving/Deo·Other,7.0
2016,CIS,Kazakhstan,카자흐스탄,3303 Perfume,4.0
2016,CIS,Kazakhstan,카자흐스탄,3304 Skincare/Makeup,7839.0
2016,CIS,Kazakhstan,카자흐스탄,3305 Haircare,795.0
2016,CIS,Kazakhstan,카자흐스탄,3306 Oral care,142.0
2016,CIS,Kazakhstan,카자흐스탄,3307 Shaving/Deo·Other,657.0
2016,CIS,Kyrgyzstan,키르기스스탄,3303 Perfume,3.0
2016,CIS,Kyrgyzstan,키르기스스탄,3304 Skincare/Makeup,2183.0
2016,CIS,Kyrgyzstan,키르기스스탄,3305 Haircare,326.0
2016,CIS,Kyrgyzstan,키르기스스탄,3306 Oral care,44.0
2016,CIS,Kyrgyzstan,키르기스스탄,3307 Shaving/Deo·Other,48.0
2016,CIS,Moldova,몰도바,3304 Skincare/Makeup,106.0
2016,CIS,Moldova,몰도바,3305 Haircare,3.0
2016,CIS,Moldova,몰도바,3306 Oral care,0.0
2016,CIS,Moldova,몰도바,3307 Shaving/Deo·Other,0.0
2016,CIS,Ukraine,우크라이나,3303 Perfume,86.0
2016,CIS,Ukraine,우크라이나,3304 Skincare/Makeup,3037.0
2016,CIS,Ukraine,우크라이나,3305 Haircare,554.0
2016,CIS,Ukraine,우크라이나,3306 Oral care,383.0
2016,CIS,Ukraine,우크라이나,3307 Shaving/Deo·Other,247.0
2016,CIS,Uzbekistan,우즈베키스탄,3303 Perfume,44.0
2016,CIS,Uzbekistan,우즈베키스탄,3304 Skincare/Makeup,1121.0
2016,CIS,Uzbekistan,우즈베키스탄,3305 Haircare,520.0
2016,CIS,Uzbekistan,우즈베키스탄,3306 Oral care,122.0
2016,CIS,Uzbekistan,우즈베키스탄,3307 Shaving/Deo·Other,13.0
2016,Europe,Albania,알바니아,3303 Perfume,0.0
2016,Europe,Albania,알바니아,3304 Skincare/Makeup,10.0
2016,Europe,Albania,알바니아,3305 Haircare,0.0
2016,Europe,Albania,알바니아,3306 Oral care,6.0
2016,Europe,Albania,알바니아,3307 Shaving/Deo·Other,0.0
2016,Europe,Belgium,벨기에,3303 Perfume,35.0
2016,Europe,Belgium,벨기에,3304 Skincare/Makeup,550.0
2016,Europe,Belgium,벨기에,3305 Haircare,3.0
2016,Europe,Belgium,벨기에,3306 Oral care,0.0
2016,Europe,Belgium,벨기에,3307 Shaving/Deo·Other,126.0
2016,Europe,Bulgaria,불가리아,3303 Perfume,0.0
2016,Europe,Bulgaria,불가리아,3304 Skincare/Makeup,408.0
2016,Europe,Bulgaria,불가리아,3305 Haircare,14.0
2016,Europe,Bulgaria,불가리아,3306 Oral care,26.0
2016,Europe,Bulgaria,불가리아,3307 Shaving/Deo·Other,51.0
2016,Europe,Denmark,덴마크,3303 Perfume,0.0
2016,Europe,Denmark,덴마크,3304 Skincare/Makeup,401.0
2016,Europe,Denmark,덴마크,3305 Haircare,7.0
2016,Europe,Denmark,덴마크,3307 Shaving/Deo·Other,73.0
2016,Europe,Estonia,에스토니아,3304 Skincare/Makeup,976.0
2016,Europe,Estonia,에스토니아,3305 Haircare,31.0
2016,Europe,Estonia,에스토니아,3306 Oral care,3.0
2016,Europe,Estonia,에스토니아,3307 Shaving/Deo·Other,94.0
2016,Europe,Finland,핀란드,3304 Skincare/Makeup,580.0
2016,Europe,Finland,핀란드,3305 Haircare,0.0
2016,Europe,Finland,핀란드,3306 Oral care,5.0
2016,Europe,Finland,핀란드,3307 Shaving/Deo·Other,389.0
2016,Europe,France,프랑스,3303 Perfume,133.0
2016,Europe,France,프랑스,3304 Skincare/Makeup,27893.0
2016,Europe,France,프랑스,3305 Haircare,25.0
2016,Europe,France,프랑스,3306 Oral care,71.0
2016,Europe,France,프랑스,3307 Shaving/Deo·Other,5532.0
2016,Europe,Germany,독일,3303 Perfume,0.0
2016,Europe,Germany,독일,3304 Skincare/Makeup,5823.0
2016,Europe,Germany,독일,3305 Haircare,308.0
2016,Europe,Germany,독일,3306 Oral care,102.0
2016,Europe,Germany,독일,3307 Shaving/Deo·Other,1781.0
2016,Europe,Greece,그리스,3304 Skincare/Makeup,143.0
2016,Europe,Greece,그리스,3305 Haircare,6.0
2016,Europe,Greece,그리스,3306 Oral care,13.0
2016,Europe,Greece,그리스,3307 Shaving/Deo·Other,16.0
2016,Europe,Ireland,아일랜드,3304 Skincare/Makeup,289.0
2016,Europe,Ireland,아일랜드,3305 Haircare,0.0
2016,Europe,Ireland,아일랜드,3306 Oral care,2.0
2016,Europe,Ireland,아일랜드,3307 Shaving/Deo·Other,34.0
2016,Europe,Italy,이탈리아,3303 Perfume,272.0
2016,Europe,Italy,이탈리아,3304 Skincare/Makeup,13221.0
2016,Europe,Italy,이탈리아,3305 Haircare,201.0
2016,Europe,Italy,이탈리아,3306 Oral care,85.0
2016,Europe,Italy,이탈리아,3307 Shaving/Deo·Other,1635.0
2016,Europe,Latvia,라트비아,3304 Skincare/Makeup,923.0
2016,Europe,Latvia,라트비아,3305 Haircare,520.0
2016,Europe,Latvia,라트비아,3306 Oral care,33.0
2016,Europe,Latvia,라트비아,3307 Shaving/Deo·Other,22.0
2016,Europe,Lithuania,리투아니아,3304 Skincare/Makeup,370.0
2016,Europe,Lithuania,리투아니아,3305 Haircare,6.0
2016,Europe,Lithuania,리투아니아,3306 Oral care,89.0
2016,Europe,Lithuania,리투아니아,3307 Shaving/Deo·Other,18.0
2016,Europe,Netherlands,네덜란드,3303 Perfume,245.0
2016,Europe,Netherlands,네덜란드,3304 Skincare/Makeup,1838.0
2016,Europe,Netherlands,네덜란드,3305 Haircare,68.0
2016,Europe,Netherlands,네덜란드,3306 Oral care,34.0
2016,Europe,Netherlands,네덜란드,3307 Shaving/Deo·Other,5389.0
2016,Europe,Norway,노르웨이,3303 Perfume,0.0
2016,Europe,Norway,노르웨이,3304 Skincare/Makeup,635.0
2016,Europe,Norway,노르웨이,3305 Haircare,4.0
2016,Europe,Norway,노르웨이,3306 Oral care,1.0
2016,Europe,Norway,노르웨이,3307 Shaving/Deo·Other,42.0
2016,Europe,Poland,폴란드,3303 Perfume,0.0
2016,Europe,Poland,폴란드,3304 Skincare/Makeup,5660.0
2016,Europe,Poland,폴란드,3305 Haircare,190.0
2016,Europe,Poland,폴란드,3306 Oral care,35.0
2016,Europe,Poland,폴란드,3307 Shaving/Deo·Other,664.0
2016,Europe,Romania,루마니아,3304 Skincare/Makeup,240.0
2016,Europe,Romania,루마니아,3305 Haircare,1.0
2016,Europe,Romania,루마니아,3306 Oral care,26.0
2016,Europe,Romania,루마니아,3307 Shaving/Deo·Other,4.0
2016,Europe,Slovakia,슬로바키아,3304 Skincare/Makeup,188.0
2016,Europe,Slovakia,슬로바키아,3305 Haircare,0.0
2016,Europe,Slovakia,슬로바키아,3306 Oral care,1.0
2016,Europe,Slovakia,슬로바키아,3307 Shaving/Deo·Other,58.0
2016,Europe,Spain,스페인,3303 Perfume,4.0
2016,Europe,Spain,스페인,3304 Skincare/Makeup,13218.0
2016,Europe,Spain,스페인,3305 Haircare,218.0
2016,Europe,Spain,스페인,3306 Oral care,7.0
2016,Europe,Spain,스페인,3307 Shaving/Deo·Other,2171.0
2016,Europe,Sweden,스웨덴,3303 Perfume,0.0
2016,Europe,Sweden,스웨덴,3304 Skincare/Makeup,447.0
2016,Europe,Sweden,스웨덴,3305 Haircare,6.0
2016,Europe,Sweden,스웨덴,3306 Oral care,0.0
2016,Europe,Sweden,스웨덴,3307 Shaving/Deo·Other,99.0
2016,Europe,Switzerland,스위스,3303 Perfume,1.0
2016,Europe,Switzerland,스위스,3304 Skincare/Makeup,826.0
2016,Europe,Switzerland,스위스,3305 Haircare,0.0
2016,Europe,Switzerland,스위스,3306 Oral care,9.0
2016,Europe,Switzerland,스위스,3307 Shaving/Deo·Other,32.0
2016,Europe,Turkiye,튀르키예,3303 Perfume,0.0
2016,Europe,Turkiye,튀르키예,3304 Skincare/Makeup,4802.0
2016,Europe,Turkiye,튀르키예,3305 Haircare,386.0
2016,Europe,Turkiye,튀르키예,3306 Oral care,54.0
2016,Europe,Turkiye,튀르키예,3307 Shaving/Deo·Other,578.0
2016,Europe,United Kingdom,영국,3303 Perfume,33.0
2016,Europe,United Kingdom,영국,3304 Skincare/Makeup,10020.0
2016,Europe,United Kingdom,영국,3305 Haircare,75.0
2016,Europe,United Kingdom,영국,3306 Oral care,86.0
2016,Europe,United Kingdom,영국,3307 Shaving/Deo·Other,2979.0
2016,Latin America,Argentina,아르헨티나,3304 Skincare/Makeup,3.0
2016,Latin America,Argentina,아르헨티나,3305 Haircare,3.0
2016,Latin America,Argentina,아르헨티나,3307 Shaving/Deo·Other,129.0
2016,Latin America,Brazil,브라질,3303 Perfume,0.0
2016,Latin America,Brazil,브라질,3304 Skincare/Makeup,433.0
2016,Latin America,Brazil,브라질,3305 Haircare,0.0
2016,Latin America,Brazil,브라질,3306 Oral care,0.0
2016,Latin America,Brazil,브라질,3307 Shaving/Deo·Other,64.0
2016,Latin America,Chile,칠레,3303 Perfume,11.0
2016,Latin America,Chile,칠레,3304 Skincare/Makeup,955.0
2016,Latin America,Chile,칠레,3305 Haircare,43.0
2016,Latin America,Chile,칠레,3306 Oral care,2.0
2016,Latin America,Chile,칠레,3307 Shaving/Deo·Other,91.0
2016,Latin America,Colombia,콜롬비아,3303 Perfume,115.0
2016,Latin America,Colombia,콜롬비아,3304 Skincare/Makeup,2441.0
2016,Latin America,Colombia,콜롬비아,3305 Haircare,51.0
2016,Latin America,Colombia,콜롬비아,3306 Oral care,6.0
2016,Latin America,Colombia,콜롬비아,3307 Shaving/Deo·Other,184.0
2016,Latin America,Mexico,멕시코,3303 Perfume,0.0
2016,Latin America,Mexico,멕시코,3304 Skincare/Makeup,2840.0
2016,Latin America,Mexico,멕시코,3305 Haircare,159.0
2016,Latin America,Mexico,멕시코,3306 Oral care,65.0
2016,Latin America,Mexico,멕시코,3307 Shaving/Deo·Other,218.0
2016,Latin America,Paraguay,파라과이,3304 Skincare/Makeup,255.0
2016,Latin America,Paraguay,파라과이,3305 Haircare,278.0
2016,Latin America,Paraguay,파라과이,3306 Oral care,41.0
2016,Latin America,Paraguay,파라과이,3307 Shaving/Deo·Other,115.0
2016,Latin America,Peru,페루,3304 Skincare/Makeup,362.0
2016,Latin America,Peru,페루,3305 Haircare,0.0
2016,Latin America,Peru,페루,3306 Oral care,4.0
2016,Latin America,Peru,페루,3307 Shaving/Deo·Other,15.0
2016,Middle East,Iran,이란,3303 Perfume,13.0
2016,Middle East,Iran,이란,3304 Skincare/Makeup,7691.0
2016,Middle East,Iran,이란,3305 Haircare,975.0
2016,Middle East,Iran,이란,3306 Oral care,2385.0
2016,Middle East,Iran,이란,3307 Shaving/Deo·Other,414.0
2016,Middle East,Iraq,이라크,3304 Skincare/Makeup,477.0
2016,Middle East,Iraq,이라크,3305 Haircare,202.0
2016,Middle East,Iraq,이라크,3306 Oral care,21.0
2016,Middle East,Iraq,이라크,3307 Shaving/Deo·Other,196.0
2016,Middle East,Israel,이스라엘,3303 Perfume,0.0
2016,Middle East,Israel,이스라엘,3304 Skincare/Makeup,357.0
2016,Middle East,Israel,이스라엘,3305 Haircare,20.0
2016,Middle East,Israel,이스라엘,3306 Oral care,11.0
2016,Middle East,Israel,이스라엘,3307 Shaving/Deo·Other,194.0
2016,Middle East,Kuwait,쿠웨이트,3303 Perfume,2.0
2016,Middle East,Kuwait,쿠웨이트,3304 Skincare/Makeup,970.0
2016,Middle East,Kuwait,쿠웨이트,3305 Haircare,50.0
2016,Middle East,Kuwait,쿠웨이트,3306 Oral care,14.0
2016,Middle East,Kuwait,쿠웨이트,3307 Shaving/Deo·Other,356.0
2016,Middle East,Qatar,카타르,3303 Perfume,0.0
2016,Middle East,Qatar,카타르,3304 Skincare/Makeup,403.0
2016,Middle East,Qatar,카타르,3305 Haircare,12.0
2016,Middle East,Qatar,카타르,3306 Oral care,5.0
2016,Middle East,Qatar,카타르,3307 Shaving/Deo·Other,9.0
2016,Middle East,Saudi Arabia,사우디아라비아,3303 Perfume,239.0
2016,Middle East,Saudi Arabia,사우디아라비아,3304 Skincare/Makeup,4924.0
2016,Middle East,Saudi Arabia,사우디아라비아,3305 Haircare,164.0
2016,Middle East,Saudi Arabia,사우디아라비아,3306 Oral care,181.0
2016,Middle East,Saudi Arabia,사우디아라비아,3307 Shaving/Deo·Other,1477.0
2016,North America,Canada,캐나다,3303 Perfume,3.0
2016,North America,Canada,캐나다,3304 Skincare/Makeup,12520.0
2016,North America,Canada,캐나다,3305 Haircare,861.0
2016,North America,Canada,캐나다,3306 Oral care,75.0
2016,North America,Canada,캐나다,3307 Shaving/Deo·Other,2466.0
2016,North America,United States,미국,3303 Perfume,225.0
2016,North America,United States,미국,3304 Skincare/Makeup,297863.0
2016,North America,United States,미국,3305 Haircare,16724.0
2016,North America,United States,미국,3306 Oral care,1637.0
2016,North America,United States,미국,3307 Shaving/Deo·Other,29084.0
2016,Oceania,Australia,호주,3303 Perfume,38.0
2016,Oceania,Australia,호주,3304 Skincare/Makeup,16095.0
2016,Oceania,Australia,호주,3305 Haircare,1597.0
2016,Oceania,Australia,호주,3306 Oral care,137.0
2016,Oceania,Australia,호주,3307 Shaving/Deo·Other,4010.0
2016,Oceania,New Zealand,뉴질랜드,3303 Perfume,0.0
2016,Oceania,New Zealand,뉴질랜드,3304 Skincare/Makeup,1552.0
2016,Oceania,New Zealand,뉴질랜드,3305 Haircare,110.0
2016,Oceania,New Zealand,뉴질랜드,3306 Oral care,13.0
2016,Oceania,New Zealand,뉴질랜드,3307 Shaving/Deo·Other,213.0
2016,Others,가나,가나,3304 Skincare/Makeup,0.0
2016,Others,가나,가나,3306 Oral care,0.0
2016,Others,가나,가나,3307 Shaving/Deo·Other,6.0
2016,Others,과테말라,과테말라,3303 Perfume,0.0
2016,Others,과테말라,과테말라,3304 Skincare/Makeup,174.0
2016,Others,과테말라,과테말라,3306 Oral care,0.0
2016,Others,괌,괌,3303 Perfume,32.0
2016,Others,괌,괌,3304 Skincare/Makeup,561.0
2016,Others,괌,괌,3305 Haircare,32.0
2016,Others,괌,괌,3306 Oral care,0.0
2016,Others,괌,괌,3307 Shaving/Deo·Other,51.0
2016,Others,기니,기니,3303 Perfume,2.0
2016,Others,기타국,기타국,3304 Skincare/Makeup,2.0
2016,Others,기타국,기타국,3305 Haircare,0.0
2016,Others,기타국,기타국,3306 Oral care,0.0
2016,Others,기타국,기타국,3307 Shaving/Deo·Other,0.0
2016,Others,네덜란드 열도,네덜란드 열도,3304 Skincare/Makeup,0.0
2016,Others,네팔,네팔,3303 Perfume,0.0
2016,Others,네팔,네팔,3304 Skincare/Makeup,162.0
2016,Others,네팔,네팔,3305 Haircare,108.0
2016,Others,네팔,네팔,3306 Oral care,2.0
2016,Others,네팔,네팔,3307 Shaving/Deo·Other,13.0
2016,Others,뉴 칼레도니아,뉴 칼레도니아,3304 Skincare/Makeup,16.0
2016,Others,뉴 칼레도니아,뉴 칼레도니아,3307 Shaving/Deo·Other,0.0
2016,Others,니제르,니제르,3304 Skincare/Makeup,0.0
2016,Others,니카라과,니카라과,3304 Skincare/Makeup,0.0
2016,Others,니카라과,니카라과,3305 Haircare,0.0
2016,Others,니카라과,니카라과,3306 Oral care,0.0
2016,Others,니카라과,니카라과,3307 Shaving/Deo·Other,11.0
2016,Others,도미니카,도미니카,3303 Perfume,0.0
2016,Others,도미니카 공화국,도미니카 공화국,3303 Perfume,0.0
2016,Others,도미니카 공화국,도미니카 공화국,3304 Skincare/Makeup,219.0
2016,Others,도미니카 공화국,도미니카 공화국,3305 Haircare,219.0
2016,Others,도미니카 공화국,도미니카 공화국,3306 Oral care,0.0
2016,Others,도미니카 공화국,도미니카 공화국,3307 Shaving/Deo·Other,38.0
2016,Others,라이베리아,라이베리아,3306 Oral care,0.0
2016,Others,러시아 연방,러시아 연방,3303 Perfume,4.0
2016,Others,러시아 연방,러시아 연방,3304 Skincare/Makeup,39891.0
2016,Others,러시아 연방,러시아 연방,3305 Haircare,3475.0
2016,Others,러시아 연방,러시아 연방,3306 Oral care,1600.0
2016,Others,러시아 연방,러시아 연방,3307 Shaving/Deo·Other,4401.0
2016,Others,레바논,레바논,3304 Skincare/Makeup,163.0
2016,Others,레바논,레바논,3306 Oral care,21.0
2016,Others,레바논,레바논,3307 Shaving/Deo·Other,92.0
2016,Others,룩셈부르그,룩셈부르그,3303 Perfume,0.0
2016,Others,룩셈부르그,룩셈부르그,3304 Skincare/Makeup,2.0
2016,Others,룩셈부르그,룩셈부르그,3305 Haircare,3.0
2016,Others,르완다,르완다,3304 Skincare/Makeup,0.0
2016,Others,르완다,르완다,3305 Haircare,0.0
2016,Others,리비아,리비아,3304 Skincare/Makeup,8.0
2016,Others,리비아,리비아,3306 Oral care,18.0
2016,Others,리비아,리비아,3307 Shaving/Deo·Other,122.0
2016,Others,마다카스카르,마다카스카르,3304 Skincare/Makeup,0.0
2016,Others,마다카스카르,마다카스카르,3305 Haircare,0.0
2016,Others,마다카스카르,마다카스카르,3306 Oral care,0.0
2016,Others,마다카스카르,마다카스카르,3307 Shaving/Deo·Other,0.0
2016,Others,마샬군도,마샬군도,3306 Oral care,0.0
2016,Others,마세도니아,마세도니아,3306 Oral care,11.0
2016,Others,마이크로네시아,마이크로네시아,3304 Skincare/Makeup,1.0
2016,Others,마이크로네시아,마이크로네시아,3305 Haircare,0.0
2016,Others,말라위,말라위,3305 Haircare,0.0
2016,Others,말라위,말라위,3306 Oral care,0.0
2016,Others,모나코,모나코,3303 Perfume,0.0
2016,Others,모나코,모나코,3304 Skincare/Makeup,6.0
2016,Others,모나코,모나코,3307 Shaving/Deo·Other,0.0
2016,Others,모로코,모로코,3304 Skincare/Makeup,117.0
2016,Others,모로코,모로코,3305 Haircare,0.0
2016,Others,모로코,모로코,3306 Oral care,4.0
2016,Others,모로코,모로코,3307 Shaving/Deo·Other,72.0
2016,Others,모리셔스,모리셔스,3303 Perfume,1.0
2016,Others,모리셔스,모리셔스,3304 Skincare/Makeup,107.0
2016,Others,모리셔스,모리셔스,3305 Haircare,3.0
2016,Others,모리셔스,모리셔스,3306 Oral care,0.0
2016,Others,모리셔스,모리셔스,3307 Shaving/Deo·Other,41.0
2016,Others,모리타니,모리타니,3306 Oral care,0.0
2016,Others,몬테네그로,몬테네그로,3303 Perfume,0.0
2016,Others,몬테네그로,몬테네그로,3304 Skincare/Makeup,3.0
2016,Others,몬테네그로,몬테네그로,3306 Oral care,0.0
2016,Others,몰디브,몰디브,3303 Perfume,1.0
2016,Others,몰디브,몰디브,3304 Skincare/Makeup,513.0
2016,Others,몰디브,몰디브,3305 Haircare,2.0
2016,Others,몰디브,몰디브,3307 Shaving/Deo·Other,13.0
2016,Others,몰타,몰타,3304 Skincare/Makeup,37.0
2016,Others,몰타,몰타,3306 Oral care,1.0
2016,Others,바레인,바레인,3303 Perfume,2.0
2016,Others,바레인,바레인,3304 Skincare/Makeup,104.0
2016,Others,바레인,바레인,3305 Haircare,5.0
2016,Others,바레인,바레인,3306 Oral care,2.0
2016,Others,바레인,바레인,3307 Shaving/Deo·Other,9.0
2016,Others,베네주엘라,베네주엘라,3304 Skincare/Makeup,0.0
2016,Others,베네주엘라,베네주엘라,3305 Haircare,0.0
2016,Others,베네주엘라,베네주엘라,3306 Oral care,0.0
2016,Others,보스니아-헤르체고비나,보스니아-헤르체고비나,3305 Haircare,0.0
2016,Others,보스니아-헤르체고비나,보스니아-헤르체고비나,3306 Oral care,1.0
2016,Others,볼리비아,볼리비아,3304 Skincare/Makeup,78.0
2016,Others,볼리비아,볼리비아,3305 Haircare,3.0
2016,Others,볼리비아,볼리비아,3306 Oral care,2.0
2016,Others,볼리비아,볼리비아,3307 Shaving/Deo·Other,23.0
2016,Others,부탄,부탄,3304 Skincare/Makeup,2.0
2016,Others,북마리아나 군도,북마리아나 군도,3304 Skincare/Makeup,3.0
2016,Others,북마리아나 군도,북마리아나 군도,3305 Haircare,0.0
2016,Others,북마리아나 군도,북마리아나 군도,3306 Oral care,0.0
2016,Others,북마리아나 군도,북마리아나 군도,3307 Shaving/Deo·Other,0.0
2016,Others,불령 가이아나,불령 가이아나,3304 Skincare/Makeup,0.0
2016,Others,불령 리유니온 코모도 제도,불령 리유니온 코모도 제도,3304 Skincare/Makeup,8.0
2016,Others,불령 리유니온 코모도 제도,불령 리유니온 코모도 제도,3306 Oral care,0.0
2016,Others,브루나이,브루나이,3303 Perfume,4.0
2016,Others,브루나이,브루나이,3304 Skincare/Makeup,285.0
2016,Others,브루나이,브루나이,3305 Haircare,19.0
2016,Others,브루나이,브루나이,3306 Oral care,0.0
2016,Others,브루나이,브루나이,3307 Shaving/Deo·Other,46.0
2016,Others,사모아,사모아,3304 Skincare/Makeup,0.0
2016,Others,사이프러스,사이프러스,3304 Skincare/Makeup,49.0
