co,ticker,type,q,date,rev_eok,ebit_eok
클리오,A237880,brand,2021Q4,2021-12-31,594.1,46.1
클리오,A237880,brand,2022Q1,2022-03-31,659.4,36.3
클리오,A237880,brand,2022Q2,2022-06-30,661.9,44.8
클리오,A237880,brand,2022Q3,2022-09-30,679.5,45.8
클리오,A237880,brand,2022Q4,2022-12-31,723.7,52.0
클리오,A237880,brand,2023Q1,2023-03-31,750.7,52.4
클리오,A237880,brand,2023Q2,2023-06-30,810.0,65.1
클리오,A237880,brand,2023Q3,2023-09-30,848.2,104.7
클리오,A237880,brand,2023Q4,2023-12-31,897.0,115.9
클리오,A237880,brand,2024Q1,2024-03-31,929.8,85.1
클리오,A237880,brand,2024Q2,2024-06-30,925.8,95.8
클리오,A237880,brand,2024Q3,2024-09-30,875.6,64.1
클리오,A237880,brand,2024Q4,2024-12-31,782.5,1.1
클리오,A237880,brand,2025Q1,2025-03-31,823.4,11.5
클리오,A237880,brand,2025Q2,2025-06-30,821.3,35.2
클리오,A237880,brand,2025Q3,2025-09-30,838.2,47.2
클리오,A237880,brand,2025Q4,2025-12-31,806.2,70.5
클리오,A237880,brand,2026Q1,2026-03-31,783.5,57.9
클리오,A237880,brand,2026Q2,2026-06-30,868.1,116.2
토니모리,A214420,brand,2016Q1,2016-03-31,595.2,54.1
토니모리,A214420,brand,2016Q2,2016-06-30,571.4,29.5
토니모리,A214420,brand,2016Q3,2016-09-30,597.0,70.2
토니모리,A214420,brand,2016Q4,2016-12-31,567.6,22.7
토니모리,A214420,brand,2017Q1,2017-03-31,622.5,19.3
토니모리,A214420,brand,2017Q2,2017-06-30,494.0,3.5
토니모리,A214420,brand,2017Q3,2017-09-30,473.7,-27.2
토니모리,A214420,brand,2017Q4,2017-12-31,467.2,-14.7
토니모리,A214420,brand,2018Q1,2018-03-31,430.2,-3.8
토니모리,A214420,brand,2018Q2,2018-06-30,459.4,-4.6
토니모리,A214420,brand,2018Q3,2018-09-30,436.9,-8.3
토니모리,A214420,brand,2018Q4,2018-12-31,483.4,-33.7
토니모리,A214420,brand,2019Q1,2019-03-31,414.4,-14.1
토니모리,A214420,brand,2019Q2,2019-06-30,460.5,12.9
토니모리,A214420,brand,2019Q3,2019-09-30,412.7,-21.3
토니모리,A214420,brand,2019Q4,2019-12-31,432.8,19.7
토니모리,A214420,brand,2020Q1,2020-03-31,331.1,-77.0
토니모리,A214420,brand,2020Q2,2020-06-30,281.8,-73.4
토니모리,A214420,brand,2020Q3,2020-09-30,249.5,-49.1
토니모리,A214420,brand,2020Q4,2020-12-31,272.3,-55.8
토니모리,A214420,brand,2021Q1,2021-03-31,273.9,-19.0
토니모리,A214420,brand,2021Q2,2021-06-30,281.4,-30.6
토니모리,A214420,brand,2021Q3,2021-09-30,289.7,-35.8
토니모리,A214420,brand,2021Q4,2021-12-31,301.5,-49.9
토니모리,A214420,brand,2022Q1,2022-03-31,291.2,-13.5
토니모리,A214420,brand,2022Q2,2022-06-30,345.3,-32.2
토니모리,A214420,brand,2022Q3,2022-09-30,284.7,-25.1
토니모리,A214420,brand,2022Q4,2022-12-31,346.2,-1.8
토니모리,A214420,brand,2023Q1,2023-03-31,312.1,5.4
토니모리,A214420,brand,2023Q2,2023-06-30,362.7,25.8
토니모리,A214420,brand,2023Q3,2023-09-30,368.1,24.3
토니모리,A214420,brand,2023Q4,2023-12-31,468.0,40.7
토니모리,A214420,brand,2024Q1,2024-03-31,417.9,23.0
토니모리,A214420,brand,2024Q2,2024-06-30,471.0,53.2
토니모리,A214420,brand,2024Q3,2024-09-30,449.7,38.5
토니모리,A214420,brand,2024Q4,2024-12-31,431.4,6.3
토니모리,A214420,brand,2025Q1,2025-03-31,489.4,36.5
토니모리,A214420,brand,2025Q2,2025-06-30,624.8,55.8
토니모리,A214420,brand,2025Q3,2025-09-30,562.9,43.4
토니모리,A214420,brand,2025Q4,2025-12-31,525.6,7.9
토니모리,A214420,brand,2026Q1,2026-03-31,520.3,41.7
토니모리,A214420,brand,2026Q2,2026-06-30,539.6,22.6
한국화장품,A123690,brand,2016Q1,2016-03-31,333.8,12.2
한국화장품,A123690,brand,2016Q2,2016-06-30,405.6,52.4
한국화장품,A123690,brand,2016Q3,2016-09-30,398.7,41.6
한국화장품,A123690,brand,2016Q4,2016-12-31,469.6,50.8
한국화장품,A123690,brand,2017Q1,2017-03-31,510.4,90.8
한국화장품,A123690,brand,2017Q2,2017-06-30,388.4,17.2
한국화장품,A123690,brand,2017Q3,2017-09-30,360.7,38.4
한국화장품,A123690,brand,2017Q4,2017-12-31,253.1,-70.5
한국화장품,A123690,brand,2018Q1,2018-03-31,375.8,5.8
한국화장품,A123690,brand,2018Q2,2018-06-30,413.8,-3.1
한국화장품,A123690,brand,2018Q3,2018-09-30,341.3,-9.0
한국화장품,A123690,brand,2018Q4,2018-12-31,408.0,-68.5
한국화장품,A123690,brand,2019Q1,2019-03-31,428.3,3.8
한국화장품,A123690,brand,2019Q2,2019-06-30,318.5,-52.2
한국화장품,A123690,brand,2019Q3,2019-09-30,272.0,-56.6
한국화장품,A123690,brand,2019Q4,2019-12-31,293.2,-68.9
한국화장품,A123690,brand,2020Q1,2020-03-31,225.7,-25.4
한국화장품,A123690,brand,2020Q2,2020-06-30,198.9,-34.2
한국화장품,A123690,brand,2020Q3,2020-09-30,158.6,-58.0
한국화장품,A123690,brand,2020Q4,2020-12-31,141.8,-52.2
한국화장품,A123690,brand,2021Q1,2021-03-31,197.3,-3.2
한국화장품,A123690,brand,2021Q2,2021-06-30,193.0,0.9
한국화장품,A123690,brand,2021Q3,2021-09-30,145.4,-15.3
한국화장품,A123690,brand,2021Q4,2021-12-31,134.0,-14.4
한국화장품,A123690,brand,2022Q1,2022-03-31,181.2,6.0
한국화장품,A123690,brand,2022Q2,2022-06-30,170.0,-3.1
한국화장품,A123690,brand,2022Q3,2022-09-30,146.5,-2.6
한국화장품,A123690,brand,2022Q4,2022-12-31,162.7,-0.5
한국화장품,A123690,brand,2023Q1,2023-03-31,178.9,9.6
한국화장품,A123690,brand,2023Q2,2023-06-30,199.2,15.8
한국화장품,A123690,brand,2023Q3,2023-09-30,203.4,12.1
한국화장품,A123690,brand,2023Q4,2023-12-31,205.6,-7.0
한국화장품,A123690,brand,2024Q1,2024-03-31,237.7,24.2
한국화장품,A123690,brand,2024Q2,2024-06-30,235.0,-0.4
한국화장품,A123690,brand,2024Q3,2024-09-30,218.5,4.7
한국화장품,A123690,brand,2024Q4,2024-12-31,236.7,8.6
한국화장품,A123690,brand,2025Q1,2025-03-31,246.1,17.2
한국화장품,A123690,brand,2025Q2,2025-06-30,205.4,-1.8
한국화장품,A123690,brand,2025Q3,2025-09-30,212.9,6.2
한국화장품,A123690,brand,2025Q4,2025-12-31,185.9,-16.4
한국화장품,A123690,brand,2026Q1,2026-03-31,209.4,19.2
한국화장품,A123690,brand,2026Q2,2026-06-30,210.5,-3.2
