date,day,rank,title,chain,shows,chain_shows,show_share,screens,chain_screens,screen_share
2024-10-12,66,1,베테랑2,CGV,1477,7648,0.193,390,3256,0.12
2024-10-12,66,1,베테랑2,롯데시네마,1087,4875,0.223,296,2012,0.147
2024-10-12,66,1,베테랑2,메가박스,787,4236,0.186,217,2019,0.107
2024-10-12,66,1,베테랑2,씨네Q,53,251,0.211,19,123,0.154
2024-10-12,66,1,베테랑2,기타,166,922,0.18,99,657,0.151
2024-10-12,66,1,베테랑2,전체,3570,17932,0.199,1021,8067,0.127
2024-10-12,66,2,대도시의 사랑법,CGV,1284,7648,0.168,395,3256,0.121
2024-10-12,66,2,대도시의 사랑법,롯데시네마,873,4875,0.179,267,2012,0.133
2024-10-12,66,2,대도시의 사랑법,메가박스,822,4236,0.194,240,2019,0.119
2024-10-12,66,2,대도시의 사랑법,씨네Q,40,251,0.159,15,123,0.122
2024-10-12,66,2,대도시의 사랑법,기타,168,922,0.182,97,657,0.148
2024-10-12,66,2,대도시의 사랑법,전체,3187,17932,0.178,1014,8067,0.126
2024-10-12,66,3,와일드 로봇,CGV,1205,7648,0.158,426,3256,0.131
2024-10-12,66,3,와일드 로봇,롯데시네마,892,4875,0.183,253,2012,0.126
2024-10-12,66,3,와일드 로봇,메가박스,674,4236,0.159,257,2019,0.127
2024-10-12,66,3,와일드 로봇,씨네Q,53,251,0.211,21,123,0.171
2024-10-12,66,3,와일드 로봇,기타,148,922,0.161,90,657,0.137
2024-10-12,66,3,와일드 로봇,전체,2972,17932,0.166,1047,8067,0.13
2024-10-12,66,4,조커: 폴리 아 되,CGV,673,7648,0.088,288,3256,0.088
2024-10-12,66,4,조커: 폴리 아 되,롯데시네마,461,4875,0.095,194,2012,0.096
2024-10-12,66,4,조커: 폴리 아 되,메가박스,465,4236,0.11,193,2019,0.096
2024-10-12,66,4,조커: 폴리 아 되,씨네Q,34,251,0.135,15,123,0.122
2024-10-12,66,4,조커: 폴리 아 되,기타,118,922,0.128,81,657,0.123
2024-10-12,66,4,조커: 폴리 아 되,전체,1751,17932,0.098,771,8067,0.096
2024-10-12,66,5,노트북,CGV,432,7648,0.056,248,3256,0.076
2024-10-12,66,5,노트북,롯데시네마,275,4875,0.056,164,2012,0.082
2024-10-12,66,5,노트북,메가박스,224,4236,0.053,133,2019,0.066
2024-10-12,66,5,노트북,씨네Q,14,251,0.056,9,123,0.073
2024-10-12,66,5,노트북,기타,8,922,0.009,7,657,0.011
2024-10-12,66,5,노트북,전체,953,17932,0.053,561,8067,0.07
2024-10-13,67,1,베테랑2,CGV,1427,7292,0.196,396,3188,0.124
2024-10-13,67,1,베테랑2,롯데시네마,1014,4652,0.218,283,1970,0.144
2024-10-13,67,1,베테랑2,메가박스,739,4041,0.183,222,1976,0.112
2024-10-13,67,1,베테랑2,씨네Q,54,244,0.221,21,115,0.183
2024-10-13,67,1,베테랑2,기타,154,880,0.175,94,632,0.149
2024-10-13,67,1,베테랑2,전체,3388,17109,0.198,1016,7881,0.129
2024-10-13,67,2,대도시의 사랑법,CGV,1245,7292,0.171,384,3188,0.12
2024-10-13,67,2,대도시의 사랑법,롯데시네마,820,4652,0.176,259,1970,0.131
2024-10-13,67,2,대도시의 사랑법,메가박스,795,4041,0.197,239,1976,0.121
2024-10-13,67,2,대도시의 사랑법,씨네Q,44,244,0.18,16,115,0.139
2024-10-13,67,2,대도시의 사랑법,기타,152,880,0.173,90,632,0.142
2024-10-13,67,2,대도시의 사랑법,전체,3056,17109,0.179,988,7881,0.125
2024-10-13,67,3,와일드 로봇,CGV,1169,7292,0.16,421,3188,0.132
2024-10-13,67,3,와일드 로봇,롯데시네마,857,4652,0.184,247,1970,0.125
2024-10-13,67,3,와일드 로봇,메가박스,663,4041,0.164,262,1976,0.133
2024-10-13,67,3,와일드 로봇,씨네Q,49,244,0.201,19,115,0.165
2024-10-13,67,3,와일드 로봇,기타,146,880,0.166,87,632,0.138
2024-10-13,67,3,와일드 로봇,전체,2884,17109,0.169,1036,7881,0.131
2024-10-13,67,4,조커: 폴리 아 되,CGV,611,7292,0.084,275,3188,0.086
2024-10-13,67,4,조커: 폴리 아 되,롯데시네마,438,4652,0.094,188,1970,0.095
2024-10-13,67,4,조커: 폴리 아 되,메가박스,418,4041,0.103,195,1976,0.099
2024-10-13,67,4,조커: 폴리 아 되,씨네Q,30,244,0.123,14,115,0.122
2024-10-13,67,4,조커: 폴리 아 되,기타,105,880,0.119,74,632,0.117
2024-10-13,67,4,조커: 폴리 아 되,전체,1602,17109,0.094,746,7881,0.095
2024-10-13,67,5,노트북,CGV,427,7292,0.059,248,3188,0.078
2024-10-13,67,5,노트북,롯데시네마,264,4652,0.057,159,1970,0.081
2024-10-13,67,5,노트북,메가박스,235,4041,0.058,134,1976,0.068
2024-10-13,67,5,노트북,씨네Q,12,244,0.049,8,115,0.07
2024-10-13,67,5,노트북,기타,8,880,0.009,6,632,0.009
2024-10-13,67,5,노트북,전체,946,17109,0.055,555,7881,0.07
2024-10-14,68,1,베테랑2,CGV,1327,5716,0.232,372,2546,0.146
2024-10-14,68,1,베테랑2,롯데시네마,876,3270,0.268,266,1457,0.183
2024-10-14,68,1,베테랑2,메가박스,647,2953,0.219,224,1575,0.142
2024-10-14,68,1,베테랑2,씨네Q,32,141,0.227,12,70,0.171
2024-10-14,68,1,베테랑2,기타,81,431,0.188,51,331,0.154
2024-10-14,68,1,베테랑2,전체,2963,12511,0.237,925,5979,0.155
2024-10-14,68,2,대도시의 사랑법,CGV,1183,5716,0.207,350,2546,0.137
2024-10-14,68,2,대도시의 사랑법,롯데시네마,716,3270,0.219,238,1457,0.163
2024-10-14,68,2,대도시의 사랑법,메가박스,679,2953,0.23,214,1575,0.136
2024-10-14,68,2,대도시의 사랑법,씨네Q,34,141,0.241,14,70,0.2
2024-10-14,68,2,대도시의 사랑법,기타,87,431,0.202,53,331,0.16
2024-10-14,68,2,대도시의 사랑법,전체,2699,12511,0.216,869,5979,0.145
2024-10-14,68,3,와일드 로봇,CGV,605,5716,0.106,281,2546,0.11
2024-10-14,68,3,와일드 로봇,롯데시네마,418,3270,0.128,157,1457,0.108
2024-10-14,68,3,와일드 로봇,메가박스,304,2953,0.103,169,1575,0.107
2024-10-14,68,3,와일드 로봇,씨네Q,19,141,0.135,10,70,0.143
2024-10-14,68,3,와일드 로봇,기타,32,431,0.074,30,331,0.091
2024-10-14,68,3,와일드 로봇,전체,1378,12511,0.11,647,5979,0.108
2024-10-14,68,4,조커: 폴리 아 되,CGV,531,5716,0.093,253,2546,0.099
2024-10-14,68,4,조커: 폴리 아 되,롯데시네마,380,3270,0.116,168,1457,0.115
2024-10-14,68,4,조커: 폴리 아 되,메가박스,315,2953,0.107,164,1575,0.104
2024-10-14,68,4,조커: 폴리 아 되,씨네Q,15,141,0.106,8,70,0.114
2024-10-14,68,4,조커: 폴리 아 되,기타,52,431,0.121,42,331,0.127
2024-10-14,68,4,조커: 폴리 아 되,전체,1293,12511,0.103,635,5979,0.106
2024-10-14,68,5,노트북,CGV,416,5716,0.073,221,2546,0.087
2024-10-14,68,5,노트북,롯데시네마,228,3270,0.07,138,1457,0.095
2024-10-14,68,5,노트북,메가박스,194,2953,0.066,119,1575,0.076
2024-10-14,68,5,노트북,씨네Q,12,141,0.085,5,70,0.071
2024-10-14,68,5,노트북,기타,7,431,0.016,5,331,0.015
2024-10-14,68,5,노트북,전체,857,12511,0.068,488,5979,0.082
2024-10-15,69,1,베테랑2,CGV,1285,5661,0.227,369,2567,0.144
2024-10-15,69,1,베테랑2,롯데시네마,875,3272,0.267,270,1510,0.179
2024-10-15,69,1,베테랑2,메가박스,643,2901,0.222,217,1553,0.14
2024-10-15,69,1,베테랑2,씨네Q,40,146,0.274,13,75,0.173
2024-10-15,69,1,베테랑2,기타,101,542,0.186,66,408,0.162
2024-10-15,69,1,베테랑2,전체,2944,12522,0.235,935,6113,0.153
2024-10-15,69,2,대도시의 사랑법,CGV,1175,5661,0.208,347,2567,0.135
2024-10-15,69,2,대도시의 사랑법,롯데시네마,701,3272,0.214,231,1510,0.153
2024-10-15,69,2,대도시의 사랑법,메가박스,657,2901,0.226,223,1553,0.144
2024-10-15,69,2,대도시의 사랑법,씨네Q,31,146,0.212,14,75,0.187
2024-10-15,69,2,대도시의 사랑법,기타,99,542,0.183,56,408,0.137
2024-10-15,69,2,대도시의 사랑법,전체,2663,12522,0.213,871,6113,0.142
2024-10-15,69,3,와일드 로봇,CGV,583,5661,0.103,275,2567,0.107
2024-10-15,69,3,와일드 로봇,롯데시네마,388,3272,0.119,162,1510,0.107
2024-10-15,69,3,와일드 로봇,메가박스,282,2901,0.097,153,1553,0.099
2024-10-15,69,3,와일드 로봇,씨네Q,19,146,0.13,11,75,0.147
2024-10-15,69,3,와일드 로봇,기타,45,542,0.083,39,408,0.096
2024-10-15,69,3,와일드 로봇,전체,1317,12522,0.105,640,6113,0.105
2024-10-15,69,4,조커: 폴리 아 되,CGV,514,5661,0.091,246,2567,0.096
2024-10-15,69,4,조커: 폴리 아 되,롯데시네마,354,3272,0.108,169,1510,0.112
2024-10-15,69,4,조커: 폴리 아 되,메가박스,304,2901,0.105,166,1553,0.107
2024-10-15,69,4,조커: 폴리 아 되,씨네Q,14,146,0.096,8,75,0.107
2024-10-15,69,4,조커: 폴리 아 되,기타,64,542,0.118,46,408,0.113
2024-10-15,69,4,조커: 폴리 아 되,전체,1250,12522,0.1,635,6113,0.104
2024-10-15,69,5,노트북,CGV,440,5661,0.078,220,2567,0.086
2024-10-15,69,5,노트북,롯데시네마,224,3272,0.068,138,1510,0.091
2024-10-15,69,5,노트북,메가박스,205,2901,0.071,121,1553,0.078
2024-10-15,69,5,노트북,씨네Q,13,146,0.089,7,75,0.093
2024-10-15,69,5,노트북,기타,6,542,0.011,5,408,0.012
2024-10-15,69,5,노트북,전체,888,12522,0.071,491,6113,0.08
2024-10-16,70,1,보통의 가족,CGV,2175,6721,0.324,575,2942,0.195
2024-10-16,70,1,보통의 가족,롯데시네마,1192,3974,0.3,310,1653,0.188
2024-10-16,70,1,보통의 가족,메가박스,1048,3435,0.305,270,1481,0.182
2024-10-16,70,1,보통의 가족,씨네Q,54,176,0.307,19,86,0.221
2024-10-16,70,1,보통의 가족,기타,245,715,0.343,103,489,0.211
2024-10-16,70,1,보통의 가족,전체,4714,15021,0.314,1277,6651,0.192
2024-10-16,70,2,대도시의 사랑법,CGV,788,6721,0.117,280,2942,0.095
2024-10-16,70,2,대도시의 사랑법,롯데시네마,553,3974,0.139,181,1653,0.109
2024-10-16,70,2,대도시의 사랑법,메가박스,633,3435,0.184,185,1481,0.125
2024-10-16,70,2,대도시의 사랑법,씨네Q,24,176,0.136,11,86,0.128
2024-10-16,70,2,대도시의 사랑법,기타,77,715,0.108,55,489,0.112
2024-10-16,70,2,대도시의 사랑법,전체,2075,15021,0.138,712,6651,0.107
2024-10-16,70,3,베테랑2,CGV,805,6721,0.12,319,2942,0.108
2024-10-16,70,3,베테랑2,롯데시네마,644,3974,0.162,210,1653,0.127
2024-10-16,70,3,베테랑2,메가박스,492,3435,0.143,186,1481,0.126
2024-10-16,70,3,베테랑2,씨네Q,22,176,0.125,9,86,0.105
2024-10-16,70,3,베테랑2,기타,76,715,0.106,58,489,0.119
2024-10-16,70,3,베테랑2,전체,2039,15021,0.136,782,6651,0.118
2024-10-16,70,4,스마일 2,CGV,515,6721,0.077,244,2942,0.083
2024-10-16,70,4,스마일 2,롯데시네마,380,3974,0.096,150,1653,0.091
2024-10-16,70,4,스마일 2,메가박스,285,3435,0.083,143,1481,0.097
2024-10-16,70,4,스마일 2,씨네Q,10,176,0.057,4,86,0.047
2024-10-16,70,4,스마일 2,기타,14,715,0.02,8,489,0.016
2024-10-16,70,4,스마일 2,전체,1204,15021,0.08,549,6651,0.083
2024-10-16,70,5,와일드 로봇,CGV,285,6721,0.042,191,2942,0.065
2024-10-16,70,5,와일드 로봇,롯데시네마,235,3974,0.059,144,1653,0.087
2024-10-16,70,5,와일드 로봇,메가박스,122,3435,0.036,82,1481,0.055
2024-10-16,70,5,와일드 로봇,씨네Q,19,176,0.108,8,86,0.093
2024-10-16,70,5,와일드 로봇,기타,35,715,0.049,31,489,0.063
2024-10-16,70,5,와일드 로봇,전체,696,15021,0.046,456,6651,0.069
2024-10-17,71,1,보통의 가족,CGV,1598,6599,0.242,383,2914,0.131
2024-10-17,71,1,보통의 가족,롯데시네마,1062,3989,0.266,285,1753,0.163
2024-10-17,71,1,보통의 가족,메가박스,865,3417,0.253,245,1605,0.153
2024-10-17,71,1,보통의 가족,씨네Q,50,216,0.231,15,127,0.118
2024-10-17,71,1,보통의 가족,기타,203,735,0.276,101,510,0.198
2024-10-17,71,1,보통의 가족,전체,3778,14956,0.253,1029,6909,0.149
2024-10-17,71,2,더러운 돈에 손대지 마라,CGV,1082,6599,0.164,312,2914,0.107
2024-10-17,71,2,더러운 돈에 손대지 마라,롯데시네마,503,3989,0.126,224,1753,0.128
2024-10-17,71,2,더러운 돈에 손대지 마라,메가박스,537,3417,0.157,170,1605,0.106
2024-10-17,71,2,더러운 돈에 손대지 마라,씨네Q,34,216,0.157,11,127,0.087
2024-10-17,71,2,더러운 돈에 손대지 마라,기타,146,735,0.199,79,510,0.155
2024-10-17,71,2,더러운 돈에 손대지 마라,전체,2302,14956,0.154,796,6909,0.115
2024-10-17,71,3,베테랑2,CGV,760,6599,0.115,311,2914,0.107
2024-10-17,71,3,베테랑2,롯데시네마,585,3989,0.147,186,1753,0.106
2024-10-17,71,3,베테랑2,메가박스,363,3417,0.106,164,1605,0.102
2024-10-17,71,3,베테랑2,씨네Q,20,216,0.093,10,127,0.079
2024-10-17,71,3,베테랑2,기타,47,735,0.064,34,510,0.067
2024-10-17,71,3,베테랑2,전체,1775,14956,0.119,705,6909,0.102
2024-10-17,71,4,대도시의 사랑법,CGV,659,6599,0.1,264,2914,0.091
2024-10-17,71,4,대도시의 사랑법,롯데시네마,436,3989,0.109,170,1753,0.097
2024-10-17,71,4,대도시의 사랑법,메가박스,468,3417,0.137,173,1605,0.108
2024-10-17,71,4,대도시의 사랑법,씨네Q,15,216,0.069,9,127,0.071
2024-10-17,71,4,대도시의 사랑법,기타,44,735,0.06,37,510,0.073
2024-10-17,71,4,대도시의 사랑법,전체,1622,14956,0.108,653,6909,0.095
2024-10-17,71,5,스마일 2,CGV,415,6599,0.063,212,2914,0.073
2024-10-17,71,5,스마일 2,롯데시네마,337,3989,0.084,144,1753,0.082
2024-10-17,71,5,스마일 2,메가박스,211,3417,0.062,126,1605,0.079
2024-10-17,71,5,스마일 2,씨네Q,8,216,0.037,5,127,0.039
2024-10-17,71,5,스마일 2,기타,9,735,0.012,6,510,0.012
2024-10-17,71,5,스마일 2,전체,980,14956,0.066,493,6909,0.071
2024-10-18,72,1,보통의 가족,CGV,1698,6935,0.245,403,3152,0.128
2024-10-18,72,1,보통의 가족,롯데시네마,1165,4410,0.264,291,1866,0.156
2024-10-18,72,1,보통의 가족,메가박스,953,3663,0.26,252,1722,0.146
2024-10-18,72,1,보통의 가족,씨네Q,64,218,0.294,19,106,0.179
2024-10-18,72,1,보통의 가족,기타,227,796,0.285,105,538,0.195
2024-10-18,72,1,보통의 가족,전체,4107,16022,0.256,1070,7384,0.145
2024-10-18,72,2,더러운 돈에 손대지 마라,CGV,957,6935,0.138,282,3152,0.089
2024-10-18,72,2,더러운 돈에 손대지 마라,롯데시네마,521,4410,0.118,228,1866,0.122
2024-10-18,72,2,더러운 돈에 손대지 마라,메가박스,523,3663,0.143,165,1722,0.096
2024-10-18,72,2,더러운 돈에 손대지 마라,씨네Q,34,218,0.156,11,106,0.104
2024-10-18,72,2,더러운 돈에 손대지 마라,기타,162,796,0.204,86,538,0.16
2024-10-18,72,2,더러운 돈에 손대지 마라,전체,2197,16022,0.137,772,7384,0.105
2024-10-18,72,3,베테랑2,CGV,910,6935,0.131,375,3152,0.119
2024-10-18,72,3,베테랑2,롯데시네마,661,4410,0.15,193,1866,0.103
2024-10-18,72,3,베테랑2,메가박스,370,3663,0.101,164,1722,0.095
2024-10-18,72,3,베테랑2,씨네Q,23,218,0.106,12,106,0.113
2024-10-18,72,3,베테랑2,기타,53,796,0.067,43,538,0.08
2024-10-18,72,3,베테랑2,전체,2017,16022,0.126,787,7384,0.107
2024-10-18,72,4,대도시의 사랑법,CGV,754,6935,0.109,313,3152,0.099
2024-10-18,72,4,대도시의 사랑법,롯데시네마,506,4410,0.115,181,1866,0.097
2024-10-18,72,4,대도시의 사랑법,메가박스,485,3663,0.132,177,1722,0.103
2024-10-18,72,4,대도시의 사랑법,씨네Q,17,218,0.078,9,106,0.085
2024-10-18,72,4,대도시의 사랑법,기타,54,796,0.068,40,538,0.074
2024-10-18,72,4,대도시의 사랑법,전체,1816,16022,0.113,720,7384,0.098
2024-10-18,72,5,스마일 2,CGV,379,6935,0.055,201,3152,0.064
2024-10-18,72,5,스마일 2,롯데시네마,348,4410,0.079,149,1866,0.08
2024-10-18,72,5,스마일 2,메가박스,203,3663,0.055,124,1722,0.072
2024-10-18,72,5,스마일 2,씨네Q,10,218,0.046,6,106,0.057
2024-10-18,72,5,스마일 2,기타,10,796,0.013,5,538,0.009
2024-10-18,72,5,스마일 2,전체,950,16022,0.059,485,7384,0.066
2024-10-19,73,1,보통의 가족,CGV,1747,7633,0.229,395,3490,0.113
2024-10-19,73,1,보통의 가족,롯데시네마,1111,4847,0.229,294,2007,0.146
2024-10-19,73,1,보통의 가족,메가박스,1003,4304,0.233,241,1992,0.121
2024-10-19,73,1,보통의 가족,씨네Q,74,264,0.28,19,124,0.153
2024-10-19,73,1,보통의 가족,기타,250,932,0.268,118,640,0.184
2024-10-19,73,1,보통의 가족,전체,4185,17980,0.233,1067,8253,0.129
2024-10-19,73,2,베테랑2,CGV,978,7633,0.128,381,3490,0.109
2024-10-19,73,2,베테랑2,롯데시네마,661,4847,0.136,174,2007,0.087
2024-10-19,73,2,베테랑2,메가박스,407,4304,0.095,166,1992,0.083
2024-10-19,73,2,베테랑2,씨네Q,28,264,0.106,13,124,0.105
2024-10-19,73,2,베테랑2,기타,48,932,0.052,36,640,0.056
2024-10-19,73,2,베테랑2,전체,2122,17980,0.118,770,8253,0.093
2024-10-19,73,3,더러운 돈에 손대지 마라,CGV,831,7633,0.109,269,3490,0.077
2024-10-19,73,3,더러운 돈에 손대지 마라,롯데시네마,494,4847,0.102,220,2007,0.11
2024-10-19,73,3,더러운 돈에 손대지 마라,메가박스,493,4304,0.115,150,1992,0.075
2024-10-19,73,3,더러운 돈에 손대지 마라,씨네Q,39,264,0.148,14,124,0.113
2024-10-19,73,3,더러운 돈에 손대지 마라,기타,173,932,0.186,94,640,0.147
2024-10-19,73,3,더러운 돈에 손대지 마라,전체,2030,17980,0.113,747,8253,0.091
2024-10-19,73,4,대도시의 사랑법,CGV,841,7633,0.11,333,3490,0.095
2024-10-19,73,4,대도시의 사랑법,롯데시네마,527,4847,0.109,191,2007,0.095
2024-10-19,73,4,대도시의 사랑법,메가박스,573,4304,0.133,200,1992,0.1
2024-10-19,73,4,대도시의 사랑법,씨네Q,23,264,0.087,11,124,0.089
2024-10-19,73,4,대도시의 사랑법,기타,61,932,0.065,45,640,0.07
2024-10-19,73,4,대도시의 사랑법,전체,2025,17980,0.113,780,8253,0.095
2024-10-19,73,5,와일드 로봇,CGV,667,7633,0.087,317,3490,0.091
2024-10-19,73,5,와일드 로봇,롯데시네마,599,4847,0.124,195,2007,0.097
2024-10-19,73,5,와일드 로봇,메가박스,369,4304,0.086,193,1992,0.097
2024-10-19,73,5,와일드 로봇,씨네Q,32,264,0.121,11,124,0.089
2024-10-19,73,5,와일드 로봇,기타,101,932,0.108,75,640,0.117
2024-10-19,73,5,와일드 로봇,전체,1768,17980,0.098,791,8253,0.096
2024-10-20,74,1,보통의 가족,CGV,1723,7512,0.229,403,3520,0.114
2024-10-20,74,1,보통의 가족,롯데시네마,1064,4660,0.228,283,1986,0.142
2024-10-20,74,1,보통의 가족,메가박스,973,4109,0.237,265,1980,0.134
2024-10-20,74,1,보통의 가족,씨네Q,67,261,0.257,20,131,0.153
2024-10-20,74,1,보통의 가족,기타,246,917,0.268,115,618,0.186
2024-10-20,74,1,보통의 가족,전체,4073,17459,0.233,1086,8235,0.132
2024-10-20,74,2,베테랑2,CGV,954,7512,0.127,393,3520,0.112
2024-10-20,74,2,베테랑2,롯데시네마,624,4660,0.134,168,1986,0.085
2024-10-20,74,2,베테랑2,메가박스,404,4109,0.098,167,1980,0.084
2024-10-20,74,2,베테랑2,씨네Q,25,261,0.096,12,131,0.092
2024-10-20,74,2,베테랑2,기타,43,917,0.047,33,618,0.053
2024-10-20,74,2,베테랑2,전체,2050,17459,0.117,773,8235,0.094
2024-10-20,74,3,대도시의 사랑법,CGV,844,7512,0.112,332,3520,0.094
2024-10-20,74,3,대도시의 사랑법,롯데시네마,516,4660,0.111,193,1986,0.097
2024-10-20,74,3,대도시의 사랑법,메가박스,558,4109,0.136,195,1980,0.098
2024-10-20,74,3,대도시의 사랑법,씨네Q,23,261,0.088,10,131,0.076
2024-10-20,74,3,대도시의 사랑법,기타,63,917,0.069,46,618,0.074
2024-10-20,74,3,대도시의 사랑법,전체,2004,17459,0.115,776,8235,0.094
2024-10-20,74,4,더러운 돈에 손대지 마라,CGV,797,7512,0.106,262,3520,0.074
2024-10-20,74,4,더러운 돈에 손대지 마라,롯데시네마,459,4660,0.098,216,1986,0.109
2024-10-20,74,4,더러운 돈에 손대지 마라,메가박스,424,4109,0.103,150,1980,0.076
2024-10-20,74,4,더러운 돈에 손대지 마라,씨네Q,35,261,0.134,13,131,0.099
2024-10-20,74,4,더러운 돈에 손대지 마라,기타,164,917,0.179,88,618,0.142
2024-10-20,74,4,더러운 돈에 손대지 마라,전체,1879,17459,0.108,729,8235,0.089
2024-10-20,74,5,와일드 로봇,CGV,667,7512,0.089,322,3520,0.091
2024-10-20,74,5,와일드 로봇,롯데시네마,582,4660,0.125,183,1986,0.092
2024-10-20,74,5,와일드 로봇,메가박스,362,4109,0.088,190,1980,0.096
2024-10-20,74,5,와일드 로봇,씨네Q,35,261,0.134,13,131,0.099
2024-10-20,74,5,와일드 로봇,기타,101,917,0.11,72,618,0.117
2024-10-20,74,5,와일드 로봇,전체,1747,17459,0.1,780,8235,0.095
2024-10-21,75,1,보통의 가족,CGV,1510,5883,0.257,374,2780,0.135
2024-10-21,75,1,보통의 가족,롯데시네마,991,3579,0.277,285,1647,0.173
2024-10-21,75,1,보통의 가족,메가박스,803,3031,0.265,229,1525,0.15
2024-10-21,75,1,보통의 가족,씨네Q,49,161,0.304,14,85,0.165
2024-10-21,75,1,보통의 가족,기타,142,495,0.287,67,341,0.196
2024-10-21,75,1,보통의 가족,전체,3495,13149,0.266,969,6378,0.152
2024-10-21,75,2,대도시의 사랑법,CGV,746,5883,0.127,286,2780,0.103
2024-10-21,75,2,대도시의 사랑법,롯데시네마,486,3579,0.136,180,1647,0.109
2024-10-21,75,2,대도시의 사랑법,메가박스,453,3031,0.149,171,1525,0.112
2024-10-21,75,2,대도시의 사랑법,씨네Q,12,161,0.075,7,85,0.082
2024-10-21,75,2,대도시의 사랑법,기타,28,495,0.057,21,341,0.062
2024-10-21,75,2,대도시의 사랑법,전체,1725,13149,0.131,665,6378,0.104
2024-10-21,75,3,베테랑2,CGV,839,5883,0.143,352,2780,0.127
2024-10-21,75,3,베테랑2,롯데시네마,519,3579,0.145,172,1647,0.104
2024-10-21,75,3,베테랑2,메가박스,309,3031,0.102,149,1525,0.098
2024-10-21,75,3,베테랑2,씨네Q,14,161,0.087,7,85,0.082
2024-10-21,75,3,베테랑2,기타,17,495,0.034,13,341,0.038
2024-10-21,75,3,베테랑2,전체,1698,13149,0.129,693,6378,0.109
2024-10-21,75,4,더러운 돈에 손대지 마라,CGV,625,5883,0.106,231,2780,0.083
2024-10-21,75,4,더러운 돈에 손대지 마라,롯데시네마,330,3579,0.092,171,1647,0.104
2024-10-21,75,4,더러운 돈에 손대지 마라,메가박스,350,3031,0.115,130,1525,0.085
2024-10-21,75,4,더러운 돈에 손대지 마라,씨네Q,21,161,0.13,8,85,0.094
2024-10-21,75,4,더러운 돈에 손대지 마라,기타,88,495,0.178,50,341,0.147
2024-10-21,75,4,더러운 돈에 손대지 마라,전체,1414,13149,0.108,590,6378,0.093
2024-10-21,75,5,스마일 2,CGV,282,5883,0.048,176,2780,0.063
2024-10-21,75,5,스마일 2,롯데시네마,249,3579,0.07,125,1647,0.076
2024-10-21,75,5,스마일 2,메가박스,159,3031,0.052,105,1525,0.069
2024-10-21,75,5,스마일 2,씨네Q,7,161,0.043,6,85,0.071
2024-10-21,75,5,스마일 2,기타,6,495,0.012,4,341,0.012
2024-10-21,75,5,스마일 2,전체,703,13149,0.053,416,6378,0.065
2024-10-22,76,1,보통의 가족,CGV,1587,6246,0.254,397,3006,0.132
2024-10-22,76,1,보통의 가족,롯데시네마,981,3661,0.268,288,1707,0.169
2024-10-22,76,1,보통의 가족,메가박스,864,3204,0.27,234,1585,0.148
2024-10-22,76,1,보통의 가족,씨네Q,53,170,0.312,17,98,0.173
2024-10-22,76,1,보통의 가족,기타,175,618,0.283,82,432,0.19
2024-10-22,76,1,보통의 가족,전체,3660,13899,0.263,1018,6828,0.149
2024-10-22,76,2,베테랑2,CGV,859,6246,0.138,354,3006,0.118
2024-10-22,76,2,베테랑2,롯데시네마,570,3661,0.156,176,1707,0.103
2024-10-22,76,2,베테랑2,메가박스,320,3204,0.1,148,1585,0.093
2024-10-22,76,2,베테랑2,씨네Q,20,170,0.118,12,98,0.122
2024-10-22,76,2,베테랑2,기타,31,618,0.05,26,432,0.06
2024-10-22,76,2,베테랑2,전체,1800,13899,0.13,716,6828,0.105
2024-10-22,76,3,대도시의 사랑법,CGV,765,6246,0.122,303,3006,0.101
2024-10-22,76,3,대도시의 사랑법,롯데시네마,486,3661,0.133,189,1707,0.111
2024-10-22,76,3,대도시의 사랑법,메가박스,473,3204,0.148,172,1585,0.109
2024-10-22,76,3,대도시의 사랑법,씨네Q,14,170,0.082,7,98,0.071
2024-10-22,76,3,대도시의 사랑법,기타,32,618,0.052,24,432,0.056
2024-10-22,76,3,대도시의 사랑법,전체,1770,13899,0.127,695,6828,0.102
2024-10-22,76,4,더러운 돈에 손대지 마라,CGV,651,6246,0.104,245,3006,0.082
2024-10-22,76,4,더러운 돈에 손대지 마라,롯데시네마,322,3661,0.088,164,1707,0.096
2024-10-22,76,4,더러운 돈에 손대지 마라,메가박스,367,3204,0.115,148,1585,0.093
2024-10-22,76,4,더러운 돈에 손대지 마라,씨네Q,22,170,0.129,10,98,0.102
2024-10-22,76,4,더러운 돈에 손대지 마라,기타,106,618,0.172,59,432,0.137
2024-10-22,76,4,더러운 돈에 손대지 마라,전체,1468,13899,0.106,626,6828,0.092
2024-10-22,76,5,스마일 2,CGV,282,6246,0.045,181,3006,0.06
2024-10-22,76,5,스마일 2,롯데시네마,260,3661,0.071,131,1707,0.077
2024-10-22,76,5,스마일 2,메가박스,184,3204,0.057,117,1585,0.074
2024-10-22,76,5,스마일 2,씨네Q,6,170,0.035,5,98,0.051
2024-10-22,76,5,스마일 2,기타,6,618,0.01,6,432,0.014
2024-10-22,76,5,스마일 2,전체,738,13899,0.053,440,6828,0.064
2024-10-23,77,1,베놈: 라스트 댄스,CGV,3138,6983,0.449,655,2731,0.24
2024-10-23,77,1,베놈: 라스트 댄스,롯데시네마,2230,4367,0.511,494,1800,0.274
2024-10-23,77,1,베놈: 라스트 댄스,메가박스,1737,3770,0.461,377,1527,0.247
2024-10-23,77,1,베놈: 라스트 댄스,씨네Q,113,216,0.523,29,96,0.302
