date,day,rank,title,open,adm,cum,screens,shows,adm_share,show_share,screen_share
2024-10-23,77,10,노트북,2004-11-26,2310,776815,184,214,0.0113,0.0133,0.0276
2024-10-24,78,1,베놈: 라스트 댄스,2024-10-23,78281,207420,1628,7141,0.5095,0.4504,0.2408
2024-10-24,78,2,보통의 가족,2024-10-16,17785,382442,811,2502,0.1157,0.1578,0.12
2024-10-24,78,3,대도시의 사랑법,2024-10-01,10862,679970,614,1141,0.0707,0.072,0.0908
2024-10-24,78,4,아마존 활명수,2024-10-30,5299,12024,24,24,0.0345,0.0015,0.0035
2024-10-24,78,5,베테랑2,2024-09-13,4701,7470893,491,867,0.0306,0.0547,0.0726
2024-10-24,78,6,세상 참 예쁜 오드리,2024-10-24,2966,3537,172,207,0.0193,0.0131,0.0254
2024-10-24,78,7,오후 네시,2024-10-23,2886,6617,218,297,0.0188,0.0187,0.0322
2024-10-24,78,8,와일드 로봇,2024-10-01,2733,550842,210,266,0.0178,0.0168,0.0311
2024-10-24,78,9,노트북,2004-11-26,2484,779299,183,220,0.0162,0.0139,0.0271
2024-10-24,78,10,룸 넥스트 도어,2024-10-23,1638,4236,142,366,0.0107,0.0231,0.021
2024-10-25,79,1,베놈: 라스트 댄스,2024-10-23,117771,325191,1663,7489,0.5701,0.4496,0.2348
2024-10-25,79,2,보통의 가족,2024-10-16,23555,405997,814,2591,0.114,0.1556,0.1149
2024-10-25,79,3,대도시의 사랑법,2024-10-01,14627,694597,641,1221,0.0708,0.0733,0.0905
2024-10-25,79,4,와일드 로봇,2024-10-01,7406,558248,291,346,0.0359,0.0208,0.0411
2024-10-25,79,5,베테랑2,2024-09-13,6116,7477009,503,914,0.0296,0.0549,0.071
2024-10-25,79,6,노트북,2004-11-26,3263,782562,201,250,0.0158,0.015,0.0284
2024-10-25,79,7,더 킬러스,2024-10-23,2130,6807,108,205,0.0103,0.0123,0.0152
2024-10-25,79,8,집이 없어 - 악연의 시작,,1896,1896,58,96,0.0092,0.0058,0.0082
2024-10-25,79,9,스마일 2,2024-10-16,1894,45794,168,189,0.0092,0.0113,0.0237
2024-10-25,79,10,더러운 돈에 손대지 마라,2024-10-17,1880,81253,285,365,0.0091,0.0219,0.0402
2024-10-26,80,1,베놈: 라스트 댄스,2024-10-23,248153,573344,1663,8027,0.6273,0.4321,0.2135
2024-10-26,80,2,보통의 가족,2024-10-16,42240,448237,818,2717,0.1068,0.1463,0.105
2024-10-26,80,3,대도시의 사랑법,2024-10-01,24041,718638,713,1403,0.0608,0.0755,0.0915
2024-10-26,80,4,와일드 로봇,2024-10-01,17222,575470,609,1068,0.0435,0.0575,0.0782
2024-10-26,80,5,베테랑2,2024-09-13,9572,7486581,507,839,0.0242,0.0452,0.0651
2024-10-26,80,6,노트북,2004-11-26,6426,788988,220,305,0.0162,0.0164,0.0282
2024-10-26,80,7,리틀 엠마,2024-10-25,4204,6121,200,339,0.0106,0.0183,0.0257
2024-10-26,80,8,엘리자벳: 더 뮤지컬 라이브,2024-10-16,2736,27639,108,156,0.0069,0.0084,0.0139
2024-10-26,80,9,마이펫의 컴백홈 어드벤처,2024-10-23,2689,4342,153,286,0.0068,0.0154,0.0196
2024-10-26,80,10,스마일 2,2024-10-16,2435,48229,179,200,0.0062,0.0108,0.023
2024-10-27,81,1,베놈: 라스트 댄스,2024-10-23,218530,791874,1663,7813,0.5914,0.4296,0.2143
2024-10-27,81,2,보통의 가족,2024-10-16,40403,488640,798,2606,0.1093,0.1433,0.1028
2024-10-27,81,3,대도시의 사랑법,2024-10-01,22588,741226,700,1373,0.0611,0.0755,0.0902
2024-10-27,81,4,와일드 로봇,2024-10-01,20914,596384,622,1102,0.0566,0.0606,0.0802
2024-10-27,81,5,베테랑2,2024-09-13,14930,7501511,521,839,0.0404,0.0461,0.0671
2024-10-27,81,6,노트북,2004-11-26,7319,796307,227,306,0.0198,0.0168,0.0293
2024-10-27,81,7,리틀 엠마,2024-10-25,4510,10631,212,349,0.0122,0.0192,0.0273
2024-10-27,81,8,마이펫의 컴백홈 어드벤처,2024-10-23,3405,7747,161,303,0.0092,0.0167,0.0207
2024-10-27,81,9,브레드이발소: 빵스타의 탄생,2024-09-14,2863,262251,50,52,0.0077,0.0029,0.0064
2024-10-27,81,10,엘리자벳: 더 뮤지컬 라이브,2024-10-16,2808,30447,114,159,0.0076,0.0087,0.0147
2024-10-28,82,1,베놈: 라스트 댄스,2024-10-23,54394,846268,1538,6442,0.4867,0.442,0.241
2024-10-28,82,2,보통의 가족,2024-10-16,14866,503506,734,2326,0.133,0.1596,0.115
2024-10-28,82,3,대도시의 사랑법,2024-10-01,9685,750911,624,1279,0.0867,0.0878,0.0978
2024-10-28,82,4,아마존 활명수,2024-10-30,6516,18540,28,28,0.0583,0.0019,0.0044
2024-10-28,82,5,베테랑2,2024-09-13,3986,7505497,471,793,0.0357,0.0544,0.0738
2024-10-28,82,6,노트북,2004-11-26,2492,798799,214,286,0.0223,0.0196,0.0335
2024-10-28,82,7,와일드 로봇,2024-10-01,2423,598807,240,297,0.0217,0.0204,0.0376
2024-10-28,82,8,오후 네시,2024-10-23,1830,14342,210,263,0.0164,0.018,0.0329
2024-10-28,82,9,룸 넥스트 도어,2024-10-23,1484,12167,143,324,0.0133,0.0222,0.0224
2024-10-28,82,10,청설,2024-11-06,1182,1182,4,6,0.0106,0.0004,0.0006
2024-10-29,83,1,베놈: 라스트 댄스,2024-10-23,49388,895656,1544,6310,0.4441,0.4248,0.2322
2024-10-29,83,2,보통의 가족,2024-10-16,15774,519280,783,2378,0.1418,0.1601,0.1178
2024-10-29,83,3,대도시의 사랑법,2024-10-01,10339,761250,643,1315,0.093,0.0885,0.0967
2024-10-29,83,4,오후 네시,2024-10-23,4523,18865,249,323,0.0407,0.0217,0.0374
2024-10-29,83,5,베테랑2,2024-09-13,4404,7509901,494,848,0.0396,0.0571,0.0743
2024-10-29,83,6,노트북,2004-11-26,2731,801530,230,303,0.0246,0.0204,0.0346
2024-10-29,83,7,와일드 로봇,2024-10-01,2713,601520,244,292,0.0244,0.0197,0.0367
2024-10-29,83,8,연소일기,2024-11-13,1597,2045,8,8,0.0144,0.0005,0.0012
2024-10-29,83,9,룸 넥스트 도어,2024-10-23,1542,13709,143,328,0.0139,0.0221,0.0215
2024-10-29,83,10,스마일 2,2024-10-16,1274,52585,177,190,0.0115,0.0128,0.0266
2024-10-30,84,1,아마존 활명수,2024-10-30,88302,106842,1479,6095,0.3682,0.3687,0.2201
2024-10-30,84,2,베놈: 라스트 댄스,2024-10-23,64910,960566,1181,4230,0.2707,0.2559,0.1758
2024-10-30,84,3,보통의 가족,2024-10-16,15612,534892,644,1493,0.0651,0.0903,0.0958
2024-10-30,84,4,날씨의 아이,2019-10-30,14647,785118,379,575,0.0611,0.0348,0.0564
2024-10-30,84,5,대도시의 사랑법,2024-10-01,11202,772452,523,887,0.0467,0.0537,0.0778
2024-10-30,84,6,롱레그스,2024-10-30,7433,8253,224,425,0.031,0.0257,0.0333
2024-10-30,84,7,연소일기,2024-11-13,4251,6296,21,21,0.0177,0.0013,0.0031
2024-10-30,84,8,와일드 로봇,2024-10-01,2647,604167,162,180,0.011,0.0109,0.0241
2024-10-30,84,9,룸 넥스트 도어,2024-10-23,2341,16050,102,152,0.0098,0.0092,0.0152
2024-10-30,84,10,극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2260,733903,63,67,0.0094,0.0041,0.0094
2024-10-31,85,1,아마존 활명수,2024-10-30,49349,156191,1411,5717,0.3097,0.354,0.2098
2024-10-31,85,2,베놈: 라스트 댄스,2024-10-23,44845,1005411,1168,4123,0.2815,0.2553,0.1737
2024-10-31,85,3,보통의 가족,2024-10-16,13247,548139,668,1574,0.0831,0.0975,0.0993
2024-10-31,85,4,대도시의 사랑법,2024-10-01,10654,783106,560,962,0.0669,0.0596,0.0833
2024-10-31,85,5,날씨의 아이,2019-10-30,7087,792205,383,546,0.0445,0.0338,0.057
2024-10-31,85,6,롱레그스,2024-10-30,4857,13110,229,421,0.0305,0.0261,0.0341
2024-10-31,85,7,하와이 연가,2024-10-30,2444,3852,52,64,0.0153,0.004,0.0077
2024-10-31,85,8,와일드 로봇,2024-10-01,2281,606448,179,196,0.0143,0.0121,0.0266
2024-10-31,85,9,베테랑2,2024-09-13,2040,7514196,254,330,0.0128,0.0204,0.0378
2024-10-31,85,10,노트북,2004-11-26,2039,805807,125,159,0.0128,0.0098,0.0186
2024-11-01,86,1,베놈: 라스트 댄스,2024-10-23,60657,1066068,1198,4460,0.3374,0.2639,0.1745
2024-11-01,86,2,아마존 활명수,2024-10-30,50834,207025,1411,5767,0.2827,0.3413,0.2055
2024-11-01,86,3,보통의 가족,2024-10-16,12879,561018,661,1508,0.0716,0.0892,0.0963
2024-11-01,86,4,대도시의 사랑법,2024-10-01,9905,793011,550,957,0.0551,0.0566,0.0801
2024-11-01,86,5,날씨의 아이,2019-10-30,8067,800272,383,560,0.0449,0.0331,0.0558
2024-11-01,86,6,4분 44초,2024-11-01,6562,6562,185,480,0.0365,0.0284,0.0269
2024-11-01,86,7,롱레그스,2024-10-30,4404,17514,238,438,0.0245,0.0259,0.0347
2024-11-01,86,8,와일드 로봇,2024-10-01,2521,608969,165,192,0.014,0.0114,0.024
2024-11-01,86,9,노트북,2004-11-26,2415,808222,131,171,0.0134,0.0101,0.0191
2024-11-01,86,10,오후 네시,2024-10-23,2057,23956,110,124,0.0114,0.0073,0.016
2024-11-02,87,1,베놈: 라스트 댄스,2024-10-23,134872,1200940,1326,5207,0.3772,0.2779,0.1719
2024-11-02,87,2,아마존 활명수,2024-10-30,90599,297624,1375,5941,0.2534,0.3171,0.1782
2024-11-02,87,3,보통의 가족,2024-10-16,19840,580858,638,1354,0.0555,0.0723,0.0827
2024-11-02,87,4,대도시의 사랑법,2024-10-01,15691,808702,548,975,0.0439,0.052,0.071
2024-11-02,87,5,날씨의 아이,2019-10-30,14919,815191,407,612,0.0417,0.0327,0.0528
2024-11-02,87,6,와일드 로봇,2024-10-01,11153,620122,415,640,0.0312,0.0342,0.0538
2024-11-02,87,7,4분 44초,2024-11-01,9630,16192,213,458,0.0269,0.0244,0.0276
2024-11-02,87,8,롱레그스,2024-10-30,6399,23913,276,483,0.0179,0.0258,0.0358
2024-11-02,87,9,노트북,2004-11-26,3864,812086,146,182,0.0108,0.0097,0.0189
2024-11-02,87,10,호두까기 인형과 마술피리,2024-10-30,3802,5494,251,285,0.0106,0.0152,0.0325
2024-11-03,88,1,베놈: 라스트 댄스,2024-10-23,110446,1311386,1326,5148,0.3662,0.2842,0.1742
2024-11-03,88,2,아마존 활명수,2024-10-30,71016,368640,1338,5517,0.2355,0.3046,0.1758
2024-11-03,88,3,보통의 가족,2024-10-16,16738,597596,631,1309,0.0555,0.0723,0.0829
2024-11-03,88,4,대도시의 사랑법,2024-10-01,14783,823485,551,988,0.049,0.0545,0.0724
2024-11-03,88,5,날씨의 아이,2019-10-30,14362,829553,404,619,0.0476,0.0342,0.0531
2024-11-03,88,6,와일드 로봇,2024-10-01,12579,632701,424,654,0.0417,0.0361,0.0557
2024-11-03,88,7,4분 44초,2024-11-01,10071,26263,210,439,0.0334,0.0242,0.0276
2024-11-03,88,8,롱레그스,2024-10-30,5301,29214,257,457,0.0176,0.0252,0.0338
2024-11-03,88,9,노트북,2004-11-26,4094,816180,145,180,0.0136,0.0099,0.0191
2024-11-03,88,10,호두까기 인형과 마술피리,2024-10-30,4028,9522,258,288,0.0134,0.0159,0.0339
2024-11-04,89,1,베놈: 라스트 댄스,2024-10-23,29194,1340580,1139,4078,0.3312,0.2932,0.1871
2024-11-04,89,2,아마존 활명수,2024-10-30,23885,392525,1180,4145,0.2709,0.298,0.1938
2024-11-04,89,3,보통의 가족,2024-10-16,6549,604145,586,1227,0.0743,0.0882,0.0962
2024-11-04,89,4,대도시의 사랑법,2024-10-01,5676,829161,497,911,0.0644,0.0655,0.0816
2024-11-04,89,5,날씨의 아이,2019-10-30,3224,832777,348,485,0.0366,0.0349,0.0572
2024-11-04,89,6,4분 44초,2024-11-01,2352,28615,188,355,0.0267,0.0255,0.0309
2024-11-04,89,7,롱레그스,2024-10-30,1712,30926,210,361,0.0194,0.026,0.0345
2024-11-04,89,8,리틀 엠마,2024-10-25,1208,21245,56,62,0.0137,0.0045,0.0092
2024-11-04,89,9,노트북,2004-11-26,1204,817384,125,159,0.0137,0.0114,0.0205
2024-11-04,89,10,룸 넥스트 도어,2024-10-23,1158,24033,102,151,0.0131,0.0109,0.0168
2024-11-05,90,1,베놈: 라스트 댄스,2024-10-23,25560,1366140,1161,3961,0.2773,0.2885,0.1879
2024-11-05,90,2,아마존 활명수,2024-10-30,23899,416424,1201,4038,0.2593,0.2941,0.1943
2024-11-05,90,3,보통의 가족,2024-10-16,7777,611922,593,1225,0.0844,0.0892,0.096
2024-11-05,90,4,대도시의 사랑법,2024-10-01,5803,834964,511,907,0.063,0.0661,0.0827
2024-11-05,90,5,날씨의 아이,2019-10-30,3165,835942,339,491,0.0343,0.0358,0.0549
2024-11-05,90,6,청설,2024-11-06,3035,9613,11,11,0.0329,0.0008,0.0018
2024-11-05,90,7,롱레그스,2024-10-30,2800,33726,224,389,0.0304,0.0283,0.0362
2024-11-05,90,8,4분 44초,2024-11-01,1840,30455,172,319,0.02,0.0232,0.0278
2024-11-05,90,9,노트북,2004-11-26,1268,818652,125,169,0.0138,0.0123,0.0202
2024-11-05,90,10,글래디에이터 Ⅱ,2024-11-13,1248,1471,1,2,0.0135,0.0001,0.0002
2024-11-06,91,1,청설,2024-11-06,37142,46755,1046,3976,0.2861,0.2661,0.158
2024-11-06,91,2,베놈: 라스트 댄스,2024-10-23,25109,1391249,930,3034,0.1934,0.203,0.1405
2024-11-06,91,3,아마존 활명수,2024-10-30,16793,433217,791,2223,0.1293,0.1488,0.1195
2024-11-06,91,4,레드 원,2024-11-06,8687,8934,574,1168,0.0669,0.0782,0.0867
2024-11-06,91,5,데드라인,2024-11-06,5755,6765,184,365,0.0443,0.0244,0.0278
2024-11-06,91,6,보통의 가족,2024-10-16,4513,616435,431,610,0.0348,0.0408,0.0651
2024-11-06,91,7,대도시의 사랑법,2024-10-01,3868,838832,374,562,0.0298,0.0376,0.0565
2024-11-06,91,8,아노라,2024-11-06,3710,6493,311,492,0.0286,0.0329,0.047
2024-11-06,91,9,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,3002,4280,203,410,0.0231,0.0274,0.0307
2024-11-06,91,10,날씨의 아이,2019-10-30,2010,837952,216,262,0.0155,0.0175,0.0326
2024-11-07,92,1,청설,2024-11-06,24273,71028,1013,3656,0.2316,0.2566,0.1533
2024-11-07,92,2,베놈: 라스트 댄스,2024-10-23,21445,1412694,921,2974,0.2046,0.2087,0.1394
2024-11-07,92,3,아마존 활명수,2024-10-30,14476,447693,764,2079,0.1381,0.1459,0.1157
2024-11-07,92,4,레드 원,2024-11-06,5812,14746,539,1044,0.0555,0.0733,0.0816
2024-11-07,92,5,보통의 가족,2024-10-16,4238,620673,408,577,0.0404,0.0405,0.0618
2024-11-07,92,6,데드라인,2024-11-06,4167,10932,171,321,0.0398,0.0225,0.0259
2024-11-07,92,7,대도시의 사랑법,2024-10-01,3180,842012,372,540,0.0303,0.0379,0.0563
2024-11-07,92,8,괴물,2023-11-29,3112,541745,67,98,0.0297,0.0069,0.0101
2024-11-07,92,9,아노라,2024-11-06,2303,8796,298,457,0.022,0.0321,0.0451
2024-11-07,92,10,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,1653,5933,190,350,0.0158,0.0246,0.0288
2024-11-08,93,1,청설,2024-11-06,33540,104568,1034,3977,0.2518,0.256,0.1493
2024-11-08,93,2,베놈: 라스트 댄스,2024-10-23,32646,1445340,1030,3444,0.245,0.2217,0.1488
2024-11-08,93,3,아마존 활명수,2024-10-30,19560,467253,780,2227,0.1468,0.1433,0.1127
2024-11-08,93,4,레드 원,2024-11-06,6780,21526,584,1096,0.0509,0.0705,0.0843
2024-11-08,93,5,데드라인,2024-11-06,5858,16790,182,354,0.044,0.0228,0.0263
2024-11-08,93,6,보통의 가족,2024-10-16,4315,624988,438,647,0.0324,0.0416,0.0633
2024-11-08,93,7,대도시의 사랑법,2024-10-01,4149,846161,370,564,0.0311,0.0363,0.0534
2024-11-08,93,8,아노라,2024-11-06,2905,11701,307,472,0.0218,0.0304,0.0443
2024-11-08,93,9,날씨의 아이,2019-10-30,2023,841545,209,262,0.0152,0.0169,0.0302
2024-11-08,93,10,괴물,2023-11-29,1651,543396,77,115,0.0124,0.0074,0.0111
2024-11-09,94,1,베놈: 라스트 댄스,2024-10-23,73589,1518929,1132,4123,0.2845,0.2273,0.1426
2024-11-09,94,2,청설,2024-11-06,69605,174173,1060,4446,0.2691,0.2451,0.1335
2024-11-09,94,3,아마존 활명수,2024-10-30,31380,498633,767,2427,0.1213,0.1338,0.0966
2024-11-09,94,4,레드 원,2024-11-06,12415,33941,593,1090,0.048,0.0601,0.0747
2024-11-09,94,5,와일드 로봇,2024-10-01,6790,644534,330,459,0.0262,0.0253,0.0416
2024-11-09,94,6,보통의 가족,2024-10-16,6694,631682,445,643,0.0259,0.0355,0.056
2024-11-09,94,7,대도시의 사랑법,2024-10-01,6588,852749,403,599,0.0255,0.033,0.0507
2024-11-09,94,8,아노라,2024-11-06,5315,17016,314,448,0.0205,0.0247,0.0395
2024-11-09,94,9,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,5287,7961,311,406,0.0204,0.0224,0.0392
2024-11-09,94,10,날씨의 아이,2019-10-30,4465,846010,266,354,0.0173,0.0195,0.0335
2024-11-10,95,1,청설,2024-11-06,65401,239574,1060,4293,0.2789,0.2445,0.135
2024-11-10,95,2,베놈: 라스트 댄스,2024-10-23,61553,1580482,1104,3971,0.2624,0.2261,0.1406
2024-11-10,95,3,아마존 활명수,2024-10-30,28178,526811,752,2302,0.1201,0.1311,0.0958
2024-11-10,95,4,레드 원,2024-11-06,11013,44954,598,1059,0.047,0.0603,0.0762
2024-11-10,95,5,와일드 로봇,2024-10-01,8275,652809,326,458,0.0353,0.0261,0.0415
2024-11-10,95,6,보통의 가족,2024-10-16,6129,637811,429,624,0.0261,0.0355,0.0546
2024-11-10,95,7,대도시의 사랑법,2024-10-01,6091,858840,412,592,0.026,0.0337,0.0525
2024-11-10,95,8,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,5813,13774,323,420,0.0248,0.0239,0.0411
2024-11-10,95,9,아노라,2024-11-06,5139,22155,314,443,0.0219,0.0252,0.04
2024-11-10,95,10,날씨의 아이,2019-10-30,4503,850513,260,350,0.0192,0.0199,0.0331
2024-11-11,96,1,청설,2024-11-06,23293,262867,982,3635,0.299,0.2755,0.1593
2024-11-11,96,2,베놈: 라스트 댄스,2024-10-23,14766,1595248,915,2867,0.1895,0.2173,0.1485
2024-11-11,96,3,아마존 활명수,2024-10-30,9176,535987,639,1658,0.1178,0.1257,0.1037
2024-11-11,96,4,레드 원,2024-11-06,3682,48636,475,792,0.0473,0.06,0.0771
2024-11-11,96,5,보통의 가족,2024-10-16,3618,641429,391,575,0.0464,0.0436,0.0634
2024-11-11,96,6,아노라,2024-11-06,3142,25297,301,454,0.0403,0.0344,0.0488
2024-11-11,96,7,대도시의 사랑법,2024-10-01,2649,861489,362,527,0.034,0.0399,0.0587
2024-11-11,96,8,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,1638,15308,181,318,0.021,0.0241,0.0294
2024-11-11,96,9,데드라인,2024-11-06,1424,25980,165,296,0.0183,0.0224,0.0268
2024-11-11,96,10,오후 네시,2024-10-23,1247,36138,37,45,0.016,0.0034,0.006
2024-11-12,97,1,청설,2024-11-06,23159,286026,1018,3594,0.2872,0.2773,0.1625
2024-11-12,97,2,베놈: 라스트 댄스,2024-10-23,12909,1608157,902,2719,0.1601,0.2098,0.144
2024-11-12,97,3,아마존 활명수,2024-10-30,9879,545866,640,1563,0.1225,0.1206,0.1021
2024-11-12,97,4,레드 원,2024-11-06,3824,52460,478,785,0.0474,0.0606,0.0763
2024-11-12,97,5,아노라,2024-11-06,2976,28273,307,456,0.0369,0.0352,0.049
2024-11-12,97,6,대도시의 사랑법,2024-10-01,2525,864014,373,537,0.0313,0.0414,0.0595
2024-11-12,97,7,보통의 가족,2024-10-16,2317,643746,380,532,0.0287,0.041,0.0606
2024-11-12,97,8,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,2252,17560,193,342,0.0279,0.0264,0.0308
2024-11-12,97,9,글래디에이터 Ⅱ,2024-11-13,1574,3718,11,11,0.0195,0.0008,0.0018
2024-11-12,97,10,사흘,2024-11-14,1339,1553,6,7,0.0166,0.0005,0.001
2024-11-13,98,1,글래디에이터 Ⅱ,2024-11-13,72025,75743,1769,6252,0.427,0.4298,0.2835
2024-11-13,98,2,청설,2024-11-06,32632,318658,810,2503,0.1935,0.1721,0.1298
2024-11-13,98,3,베놈: 라스트 댄스,2024-10-23,13842,1621999,682,1818,0.0821,0.125,0.1093
2024-11-13,98,4,아마존 활명수,2024-10-30,6829,552695,493,732,0.0405,0.0503,0.079
2024-11-13,98,5,"괜찮아, 앨리스",2024-11-13,6229,10487,99,107,0.0369,0.0074,0.0159
2024-11-13,98,6,컨택트,2017-02-02,4221,638371,78,155,0.025,0.0107,0.0125
2024-11-13,98,7,4월이 되면 그녀는,2024-11-13,3720,4376,122,255,0.0221,0.0175,0.0196
2024-11-13,98,8,연소일기,2024-11-13,3633,11898,288,408,0.0215,0.0281,0.0462
2024-11-13,98,9,히든페이스,2024-11-20,3380,3412,17,17,0.02,0.0012,0.0027
2024-11-13,98,10,4분 44초,2024-11-01,1440,43216,167,240,0.0085,0.0165,0.0268
2024-11-14,99,1,글래디에이터 Ⅱ,2024-11-13,48582,124325,1522,5145,0.2654,0.3276,0.2263
2024-11-14,99,2,사흘,2024-11-14,45957,47540,836,3328,0.2511,0.2119,0.1243
2024-11-14,99,3,청설,2024-11-06,32487,351145,824,2217,0.1775,0.1412,0.1225
2024-11-14,99,4,베놈: 라스트 댄스,2024-10-23,13197,1635196,655,1422,0.0721,0.0905,0.0974
2024-11-14,99,5,아마존 활명수,2024-10-30,7402,560097,444,563,0.0404,0.0358,0.066
2024-11-14,99,6,히든페이스,2024-11-20,3714,7126,22,22,0.0203,0.0014,0.0033
2024-11-14,99,7,극장판 오버로드 성왕국편,2024-11-14,2040,2040,78,115,0.0111,0.0073,0.0116
2024-11-14,99,8,4월이 되면 그녀는,2024-11-13,1894,6270,128,243,0.0103,0.0155,0.019
2024-11-14,99,9,연소일기,2024-11-13,1842,13740,266,339,0.0101,0.0216,0.0395
2024-11-14,99,10,괴물,2023-11-29,1789,551835,53,67,0.0098,0.0043,0.0079
2024-11-15,100,1,글래디에이터 Ⅱ,2024-11-13,63058,187383,1561,5604,0.3337,0.3478,0.2298
2024-11-15,100,2,청설,2024-11-06,38239,389384,907,2567,0.2023,0.1593,0.1335
2024-11-15,100,3,사흘,2024-11-14,31032,78572,796,2963,0.1642,0.1839,0.1172
2024-11-15,100,4,베놈: 라스트 댄스,2024-10-23,16211,1651407,664,1486,0.0858,0.0922,0.0977
2024-11-15,100,5,아마존 활명수,2024-10-30,5797,565894,423,574,0.0307,0.0356,0.0623
2024-11-15,100,6,히든페이스,2024-11-20,2600,9726,13,13,0.0138,0.0008,0.0019
2024-11-15,100,7,연소일기,2024-11-13,2181,15921,247,309,0.0115,0.0192,0.0364
2024-11-15,100,8,날씨의 아이,2019-10-30,1782,857053,102,119,0.0094,0.0074,0.015
2024-11-15,100,9,컨택트,2017-02-02,1755,641902,81,130,0.0093,0.0081,0.0119
2024-11-15,100,10,4월이 되면 그녀는,2024-11-13,1739,8009,131,235,0.0092,0.0146,0.0193
2024-11-16,101,1,글래디에이터 Ⅱ,2024-11-13,132337,319720,1542,5892,0.4037,0.3342,0.2097
2024-11-16,101,2,청설,2024-11-06,68430,457814,943,3034,0.2087,0.1721,0.1282
2024-11-16,101,3,사흘,2024-11-14,39956,118528,767,2832,0.1219,0.1606,0.1043
2024-11-16,101,4,베놈: 라스트 댄스,2024-10-23,30096,1681503,674,1603,0.0918,0.0909,0.0916
2024-11-16,101,5,아마존 활명수,2024-10-30,8180,574074,498,721,0.025,0.0409,0.0677
2024-11-16,101,6,와일드 로봇,2024-10-01,5504,663738,235,288,0.0168,0.0163,0.032
2024-11-16,101,7,컨택트,2017-02-02,3603,645505,93,150,0.011,0.0085,0.0126
2024-11-16,101,8,대도시의 사랑법,2024-10-01,2308,870603,134,166,0.007,0.0094,0.0182
2024-11-16,101,9,데드라인,2024-11-06,2278,33621,103,119,0.0069,0.0067,0.014
2024-11-16,101,10,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,2259,19376,172,215,0.0069,0.0122,0.0234
2024-11-17,102,1,글래디에이터 Ⅱ,2024-11-13,123151,442871,1544,5684,0.4121,0.3334,0.2117
2024-11-17,102,2,청설,2024-11-06,66086,523900,948,3020,0.2211,0.1771,0.13
2024-11-17,102,3,사흘,2024-11-14,31892,150420,752,2576,0.1067,0.1511,0.1031
2024-11-17,102,4,베놈: 라스트 댄스,2024-10-23,27070,1708573,684,1599,0.0906,0.0938,0.0938
2024-11-17,102,5,아마존 활명수,2024-10-30,6821,580895,481,683,0.0228,0.0401,0.066
2024-11-17,102,6,와일드 로봇,2024-10-01,6563,670301,228,285,0.022,0.0167,0.0313
2024-11-17,102,7,컨택트,2017-02-02,3147,648652,92,147,0.0105,0.0086,0.0126
2024-11-17,102,8,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,2451,21827,173,219,0.0082,0.0128,0.0237
2024-11-17,102,9,대도시의 사랑법,2024-10-01,2306,872909,130,164,0.0077,0.0096,0.0178
2024-11-17,102,10,날씨의 아이,2019-10-30,2092,861320,113,130,0.007,0.0076,0.0155
2024-11-18,103,1,글래디에이터 Ⅱ,2024-11-13,51195,494066,1478,4945,0.4345,0.3577,0.2449
2024-11-18,103,2,청설,2024-11-06,25054,548954,840,2612,0.2126,0.1889,0.1392
2024-11-18,103,3,사흘,2024-11-14,11214,161634,659,1997,0.0952,0.1445,0.1092
2024-11-18,103,4,베놈: 라스트 댄스,2024-10-23,8038,1716611,586,1309,0.0682,0.0947,0.0971
2024-11-18,103,5,아마존 활명수,2024-10-30,3667,584562,362,481,0.0311,0.0348,0.06
2024-11-18,103,6,대도시의 사랑법,2024-10-01,1198,874107,123,152,0.0102,0.011,0.0204
2024-11-18,103,7,날씨의 아이,2019-10-30,1121,862441,100,111,0.0095,0.008,0.0166
2024-11-18,103,8,컨택트,2017-02-02,1018,649670,91,137,0.0086,0.0099,0.0151
2024-11-18,103,9,6시간 후 너는 죽는다,2024-10-16,952,50512,11,13,0.0081,0.0009,0.0018
2024-11-18,103,10,데드라인,2024-11-06,904,36560,81,104,0.0077,0.0075,0.0134
2024-11-19,104,1,글래디에이터 Ⅱ,2024-11-13,37332,531398,1458,4864,0.3549,0.3545,0.24
2024-11-19,104,2,청설,2024-11-06,24521,573475,854,2615,0.2331,0.1906,0.1406
2024-11-19,104,3,사흘,2024-11-14,9927,171561,641,1920,0.0944,0.1399,0.1055
2024-11-19,104,4,베놈: 라스트 댄스,2024-10-23,7880,1724491,587,1242,0.0749,0.0905,0.0966
2024-11-19,104,5,아마존 활명수,2024-10-30,3355,587917,365,504,0.0319,0.0367,0.0601
2024-11-19,104,6,연소일기,2024-11-13,1363,21433,226,266,0.013,0.0194,0.0372
2024-11-19,104,7,날씨의 아이,2019-10-30,1289,863730,104,119,0.0123,0.0087,0.0171
2024-11-19,104,8,대도시의 사랑법,2024-10-01,1276,875383,120,157,0.0121,0.0114,0.0197
